date,content
2013-03-29,6.585500830105147
2013-04-30,3.5014455509155153
2013-05-31,3.187481889307447
2013-06-28,3.2247765006385696
2013-07-31,3.851482405098365
2013-08-30,2.896956362302897
2013-09-30,3.674540682414698
2013-10-31,3.497109826589596
2013-11-29,2.9214850882531955
2013-12-31,3.6536353671903545
2014-01-31,2.7671022290545735
2014-02-28,1.922322479403688
2014-03-31,2.928870292887029
2014-04-30,2.5864661654135337
2014-05-30,2.923149457802923
2014-06-30,2.178217821782178
2014-07-31,2.546549835706462
2014-08-29,2.0774845592363844
2014-09-30,3.4545454545454546
2014-10-31,1.7673653925195234
2014-11-28,1.647259301334848
2014-12-31,3.5665294924554183
2015-01-30,2.608695652173913
2015-02-27,2.9271862422246615
2015-03-31,3.052995391705069
2015-04-30,2.693208430913349
2015-05-29,3.473053892215569
2015-06-30,3.318641431164117
2015-07-31,1.9693654266958425
2015-08-31,1.6887816646562124
2015-09-30,1.3553808620222283
2015-10-30,2.2058823529411766
2015-11-30,2.576197387518142
2015-12-31,0.8602150537634409
2016-01-29,0.5802146794313896
2016-02-29,0.7248396989127405
2016-03-31,0.7377979568671964
2016-04-29,0.9776536312849162
2016-05-31,1.3528748590755355
2016-06-30,0.9601873536299765
2016-07-29,0.6661442006269592
2016-08-31,1.0315533980582525
2016-09-30,0.9170487703209671
2016-10-31,1.0865492693892844
2016-11-30,0.7791195948578107
2016-12-30,1.7179670722977811
2017-01-31,0.9433962264150944
2017-02-28,0.7311977715877437
2017-03-31,0.7518796992481203
2017-04-28,0.6233595800524935
2017-05-31,0.40530582166543844
2017-06-30,0.7149240393208222
2017-07-31,1.3089005235602094
2017-08-31,0.3194888178913738
2017-09-29,0.48367593712212814
2017-10-31,0.0823045267489712
2017-11-30,0.5319148936170213
2017-12-29,1.1102299762093577
2018-01-31,1.466992665036675
2018-02-28,1.4018691588785046
2018-03-30,1.0263929618768328
2018-04-30,1.0154738878143132
2018-05-31,2.295211713494262
2018-06-29,0.995575221238938
2018-07-31,1.2058328659562534
2018-08-31,0.9560229445506693
2018-09-28,1.4464168310322156
2018-10-31,1.2345679012345678
2018-11-30,1.1255715793176222
2018-12-31,0.7282658170232135
2019-01-31,0.7629947544110633
2019-02-28,0.6016042780748663
2019-03-29,1.7832647462277091
2019-04-30,0.6094702297233943
2019-05-31,0.819000819000819
2019-06-28,0.8653513326410524
2019-07-31,1.3785497656465397
2019-08-30,1.4575411913814955
2019-09-30,0.6796556411418215
2019-10-31,2.0956719817767655
2019-11-29,1.2524719841793013
2019-12-31,1.2726054922973877
2020-01-31,0.8944543828264758
2020-02-28,0.43652237177155323
2020-03-31,0.91991341991342
2020-04-30,1.1404133998574484
2020-05-29,1.344688480502017
2020-06-30,0.7029053420805998
2020-07-31,1.1420982735723773
2020-08-31,0.5855562784645413
2020-09-30,1.1448874851954205
2020-10-30,1.0169491525423728
2020-11-30,1.0056989607777405
2020-12-31,1.8284106891701828
