date,content
2016-04-18,0.1736111111111111
2016-04-19,0.6015037593984963
2016-04-20,1.2476007677543186
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.05178663904712584
2016-04-26,1.166532582461786
2016-04-27,0.08278145695364239
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,2.3346303501945527
2016-05-04,0.5339435545385203
2016-05-05,0.0
2016-05-06,0.7862759113652609
2016-05-09,0.3560126582278481
2016-05-10,0.0
2016-05-11,0.9900990099009901
2016-05-12,0.8290155440414507
2016-05-13,0.0
2016-05-16,0.7985803016858917
2016-05-17,0.9375
2016-05-18,1.4167650531286895
2016-05-19,0.14955134596211367
2016-05-20,2.9787234042553195
2016-05-23,0.467180565288484
2016-05-24,0.7660577489687684
2016-05-25,1.1675423234092235
2016-05-26,0.0
2016-05-27,0.0
2016-05-30,2.8374892519346515
2016-05-31,1.3725490196078431
2016-06-01,0.46403712296983757
2016-06-02,0.3738317757009346
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,1.4727540500736376
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,0.5248284214775939
2016-06-14,0.3500583430571762
2016-06-15,0.5502063273727648
2016-06-16,0.0
2016-06-17,0.5747126436781609
2016-06-20,0.0
2016-06-21,0.5376344086021506
2016-06-22,0.48455481526347666
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.91324200913242
2016-06-28,0.5287674682110034
2016-06-29,0.44130626654898497
2016-06-30,0.0
2016-07-01,0.0
2016-07-04,0.08123476848090982
2016-07-05,0.4329004329004329
2016-07-06,0.052576235541535225
2016-07-07,0.0
2016-07-08,0.7361963190184049
2016-07-11,0.0
2016-07-12,0.5060088551549652
2016-07-13,0.11432926829268292
2016-07-14,0.10131712259371835
2016-07-15,0.2041742286751361
2016-07-18,0.5532953620829943
2016-07-19,0.4003202562049639
2016-07-20,2.3089171974522293
2016-07-21,0.0
2016-07-22,0.46756282875511396
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.2222222222222222
2016-07-28,0.08361204013377926
2016-07-29,0.09033423667570009
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.10266940451745381
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.3436426116838488
2016-08-24,0.1718213058419244
2016-08-25,0.3502626970227671
2016-08-26,0.0
2016-08-29,2.4949426837491573
2016-08-30,0.05834305717619603
2016-08-31,0.0
2016-09-01,3.248259860788863
2016-09-02,0.0
2016-09-05,0.0
2016-09-06,0.321285140562249
2016-09-07,0.0
2016-09-08,0.05140727412928929
2016-09-09,0.022456770716370988
2016-09-12,0.05279831045406547
2016-09-13,0.0
2016-09-14,0.11795930404010617
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,0.032025620496397116
2016-09-21,0.03992015968063872
2016-09-22,0.12182965998449441
2016-09-23,0.02565418163160595
2016-09-26,0.16987542468856173
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.33585222502099077
2016-10-03,0.0
2016-10-04,0.7393715341959335
2016-10-05,0.0
2016-10-06,0.4975124378109453
2016-10-07,0.0
2016-10-10,0.09650957053241113
2016-10-11,0.0
2016-10-12,0.6064162754303599
2016-10-13,2.2573363431151243
2016-10-14,0.5210800568450971
2016-10-17,2.401129943502825
2016-10-18,0.44893378226711567
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,0.7029876977152899
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.09950248756218905
2016-10-31,0.28868360277136257
2016-11-01,0.4
2016-11-02,0.0
2016-11-03,0.2197265625
2016-11-04,0.37614185921547555
2016-11-07,0.22298456260720412
2016-11-08,0.2633889376646181
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.646551724137931
2016-11-16,0.09144947416552354
2016-11-17,0.4895960832313341
2016-11-18,0.14398848092152627
2016-11-21,0.4289444237224916
2016-11-22,0.47393364928909953
2016-11-23,0.5291005291005291
2016-11-24,0.49157303370786515
2016-11-25,0.35714285714285715
2016-11-28,0.28653295128939826
2016-11-29,0.0
2016-11-30,0.1444043321299639
2016-12-01,0.0
2016-12-02,0.36603221083455345
2016-12-05,0.3297220913801225
2016-12-06,0.0
2016-12-07,0.6802721088435374
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
