date,economy_ref,finance_ref,intervention_ref,intervention_spending_ref,intervention_support_ref,intervention_tax_cut_ref,reform_innovation_ref,reform_market_ref,reform_ref,regulation_ref
2016-01-29,0.4351610095735422,0.5802146794313896,1.1894400928343487,0.02901073397156948,1.1024078909196402,0.05802146794313896,0.6092254134029591,0.5802146794313896,0.9863649550333624,1.2184508268059182
2016-02-29,0.3902982994145526,0.2230275996654586,1.031502648452746,0.08363534987454697,0.9478672985781992,0.0,1.031502648452746,0.7248396989127405,1.0872595483691108,0.8363534987454697
2016-03-31,0.851305334846765,0.2837684449489217,0.5675368898978433,0.0,0.340522133938706,0.2270147559591373,1.872871736662883,0.7377979568671964,2.8944381384790017,0.4540295119182747
2016-04-29,0.5237430167597765,0.10474860335195532,0.7681564245810055,0.06983240223463688,0.6634078212290503,0.03491620111731844,0.6284916201117319,0.9776536312849162,0.7332402234636871,0.5586592178770949
2016-05-31,1.0522360015031942,0.3006388575723412,1.2025554302893648,0.03757985719654265,1.1273957158962795,0.03757985719654265,1.0522360015031942,1.3528748590755355,1.6535137166478766,1.1649755730928222
2016-06-30,0.5386416861826698,0.3278688524590164,1.0304449648711944,0.117096018735363,0.8665105386416861,0.0468384074941452,0.7259953161592506,0.9601873536299764,1.3583138173302107,0.8899297423887589
2016-07-29,0.3918495297805642,0.9404388714733544,1.1755485893416928,0.0,1.0579937304075235,0.11755485893416928,1.4890282131661439,0.6661442006269592,2.1159874608150466,1.0579937304075235
2016-08-31,1.516990291262136,0.12135922330097085,0.7281553398058253,0.060679611650485424,0.6674757281553397,0.0,0.12135922330097085,1.0315533980582523,0.7888349514563107,0.7888349514563107
2016-09-30,0.29178824510212586,0.2501042100875365,0.8336807002917883,0.04168403501458941,0.7919966652771988,0.0,1.208837015423093,0.9170487703209672,1.792413505627345,0.9587328053355566
2016-10-31,0.7118771075309105,0.11240164855751217,0.674409891345073,0.0,0.674409891345073,0.0,0.5620082427875608,1.0865492693892844,1.423754215061821,0.9366804046459348
2016-11-30,0.5843396961433579,0.23373587845734325,0.7401636151149201,0.038955979742890535,0.3506038176860148,0.3506038176860148,0.3116478379431243,0.7791195948578107,0.7401636151149201,1.1297234125438256
2016-12-30,0.3937007874015748,0.03579098067287043,0.7516105941302791,0.03579098067287043,0.6800286327845383,0.03579098067287043,0.4294917680744453,1.7179670722977811,0.8589835361488906,0.5010737294201861
2017-01-31,1.197387518142235,0.2177068214804064,0.6168359941944848,0.07256894049346879,0.4716981132075472,0.07256894049346879,0.9796806966618288,0.9433962264150944,1.0885341074020318,1.632801161103048
2017-02-28,0.34818941504178275,0.10445682451253482,0.5919220055710306,0.034818941504178275,0.4178272980501393,0.1392757660167131,0.2785515320334262,0.7311977715877437,0.5919220055710306,1.3579387186629526
2017-03-31,1.0025062656641603,0.12531328320802004,0.7518796992481203,0.0,0.3759398496240601,0.3759398496240601,0.5012531328320802,0.7518796992481203,1.3784461152882206,0.3759398496240601
2017-04-28,0.9186351706036744,0.06561679790026248,0.8202099737532809,0.06561679790026248,0.5577427821522309,0.19685039370078736,0.5905511811023622,0.6233595800524935,0.6889763779527559,0.7874015748031495
2017-05-31,0.4421518054532056,0.14738393515106854,0.7369196757553427,0.0,0.7000736919675755,0.036845983787767135,0.5158437730287398,0.4053058216654384,0.8843036109064112,0.6263817243920413
2017-06-30,0.9830205540661304,1.1170688114387846,2.055406613047364,0.04468275245755138,1.6532618409294009,0.3574620196604111,0.580875781948168,0.7149240393208222,1.0723860589812333,1.3851653261840928
2017-07-31,0.3739715781600598,0.2991772625280479,0.8227374719521316,0.07479431563201197,0.7105459985041137,0.03739715781600599,0.4113687359760658,1.3089005235602094,1.0845175766641737,0.6731488406881078
2017-08-31,0.42598509052183176,0.21299254526091588,0.5324813631522897,0.0,0.10649627263045794,0.42598509052183176,0.42598509052183176,0.3194888178913738,2.2364217252396164,0.9584664536741214
2017-09-29,1.2494961708988312,0.04030632809351068,0.5239822652156388,0.0,0.5239822652156388,0.0,0.8061265618702136,0.4836759371221282,1.2091898428053205,1.5719467956469164
2017-10-31,0.1646090534979424,0.0,0.41152263374485604,0.0,0.3292181069958848,0.0823045267489712,0.1646090534979424,0.0823045267489712,1.2345679012345678,0.4938271604938271
2017-11-30,0.7092198581560284,0.0,0.3546099290780142,0.0,0.1773049645390071,0.1773049645390071,0.8865248226950355,0.5319148936170213,1.2411347517730498,1.0638297872340423
2017-12-29,0.3965107057890563,0.3965107057890563,0.7137192704203014,0.07930214115781126,0.6344171292624899,0.0,0.4758128469468675,1.1102299762093577,1.1102299762093577,1.4274385408406027
2018-01-31,0.0,0.0,1.7114914425427872,0.0,1.7114914425427872,0.0,2.689486552567237,1.4669926650366751,3.1784841075794623,0.2444987775061125
2018-02-28,0.11682242990654206,0.2336448598130841,0.7009345794392523,0.0,0.7009345794392523,0.0,0.3504672897196261,1.4018691588785046,1.0514018691588785,0.9345794392523364
2018-03-30,0.5131964809384164,0.6598240469208211,1.6862170087976538,0.0,1.3196480938416422,0.3665689149560117,0.2932551319648094,1.0263929618768328,1.3929618768328444,0.2932551319648094
2018-04-30,0.5319148936170213,0.6286266924564796,1.4506769825918762,0.04835589941972921,1.1121856866537718,0.2901353965183753,1.1121856866537718,1.0154738878143132,1.0638297872340423,0.4835589941972921
2018-05-31,0.4748713889988128,0.19786307874950532,0.3957261574990107,0.0,0.3561535417491096,0.03957261574990107,0.1187178472497032,2.295211713494262,0.5144440047487139,1.3058963197467353
2018-06-29,0.4424778761061947,0.4793510324483776,1.1799410029498525,0.11061946902654868,0.9955752212389379,0.07374631268436578,0.2581120943952802,0.9955752212389379,0.5899705014749262,1.2905604719764012
2018-07-31,0.8693213684800897,0.448681996634885,1.0375771172181716,0.05608524957936063,0.8693213684800897,0.11217049915872124,0.3084688726864835,1.2058328659562534,0.8693213684800897,0.8132361189007292
2018-08-31,0.8126195028680689,0.9082217973231358,2.294455066921606,0.04780114722753346,1.5296367112810707,0.7170172084130019,0.19120458891013384,0.9560229445506692,0.4302103250478012,1.0038240917782026
2018-09-28,0.3944773175542407,0.3287310979618672,0.9861932938856016,0.0,0.7232084155161078,0.2629848783694937,0.5259697567389875,1.4464168310322156,0.9533201840894148,1.413543721236029
2018-10-31,0.1371742112482853,0.7544581618655692,1.02880658436214,0.0,0.9602194787379972,0.06858710562414265,0.06858710562414265,1.2345679012345678,0.5486968449931412,1.4403292181069958
2018-11-30,0.9848751319029194,1.0552233556102708,2.4621878297572986,0.0,2.4270137179036237,0.035174111853675694,0.28139289482940555,1.1255715793176222,0.4572634540977841,0.5276116778051354
2018-12-31,0.31861629494765586,0.27309968138370505,1.3654984069185254,0.045516613563950835,1.2289485662266726,0.09103322712790167,1.2289485662266726,0.7282658170232135,1.5020482476103778,0.9103322712790168
2019-01-31,0.5245588936576061,0.7153075822603719,1.1921793037672868,0.0,0.9537434430138292,0.2384358607534573,0.09537434430138292,0.7629947544110633,0.3814973772055317,0.6676204101096805
2019-02-28,0.267379679144385,0.4010695187165776,1.1363636363636365,0.06684491978609625,1.06951871657754,0.0,0.06684491978609625,0.6016042780748663,0.3342245989304813,1.1363636363636365
2019-03-29,0.2743484224965706,0.06858710562414265,0.5486968449931412,0.0,0.20576131687242802,0.3429355281207133,0.0,1.7832647462277091,0.4801097393689986,0.5486968449931412
2019-04-30,0.3750586029067042,1.0782934833567746,2.0159399906235347,0.2344116268166901,1.5939990623534923,0.1875293014533521,0.09376465072667604,0.6094702297233943,0.42194092827004215,0.42194092827004215
2019-05-31,0.627900627900628,0.2184002184002184,1.4742014742014742,0.027300027300027303,1.2831012831012831,0.16380016380016382,0.6825006825006825,0.819000819000819,1.3104013104013106,0.7098007098007098
2019-06-28,0.4845967462789893,1.038421599169263,1.7653167185877467,0.0,1.6960886119764624,0.06922810661128419,0.6922810661128418,0.8653513326410524,0.8653513326410524,0.8307372793354102
2019-07-31,1.3234077750206783,0.5238489109456851,1.213123793768955,0.0275709953129308,0.9925558312655088,0.1929969671905156,0.4687069203198235,1.3785497656465395,1.5991177281499864,1.0476978218913702
2019-08-30,0.3802281368821293,0.06337135614702154,0.9505703422053232,0.0,0.8871989860583016,0.06337135614702154,0.19011406844106465,1.4575411913814955,0.6970849176172371,2.2179974651457544
2019-09-30,0.724966017217943,0.31717263253285005,0.8155867693701857,0.09062075215224287,0.4984141368373357,0.22655188038060714,0.0,0.6796556411418215,0.1359311282283643,0.5437245129134572
2019-10-31,0.5011389521640092,0.1366742596810934,1.2300683371298404,0.09111617312072894,0.5466970387243736,0.5922551252847379,0.2277904328018223,2.095671981776765,1.0022779043280183,1.0022779043280183
2019-11-29,0.2966381015161503,0.13183915622940012,0.6921555702043507,0.2966381015161503,0.1977587343441002,0.1977587343441002,0.0,1.2524719841793013,0.7580751483190508,0.8899143045484509
2019-12-31,1.373074346952445,0.23442732752846615,0.8037508372404554,0.033489618218352314,0.7367716008037508,0.033489618218352314,0.3683858004018754,1.2726054922973875,0.5693235097119892,0.6697923643670463
2020-01-31,0.4472271914132379,0.26833631484794274,0.7155635062611807,0.0,0.6261180679785331,0.08944543828264759,0.13416815742397134,0.8944543828264758,0.7155635062611807,0.7602862254025045
2020-02-28,1.1276827937431793,0.4001455074572573,2.0007275372862856,0.07275372862859221,1.891596944343397,0.036376864314296105,0.0,0.4365223717715532,0.0,0.21826118588577664
2020-03-31,1.001082251082251,0.8928571428571428,2.1645021645021645,0.05411255411255411,1.9751082251082253,0.13528138528138528,0.21645021645021645,0.9199134199134201,0.16233766233766234,0.2976190476190476
2020-04-30,0.8553100498930863,0.5702066999287242,1.7462580185317176,0.0,1.5324305060584462,0.2138275124732716,0.3207412687099074,1.1404133998574484,0.3207412687099074,0.14255167498218105
2020-05-29,1.0757507844016136,0.1344688480502017,0.941281936351412,0.0,0.8068130883012102,0.1344688480502017,0.04482294935006724,1.3446884805020172,0.3585835948005379,0.5826983415508741
2020-06-30,0.8903467666354266,0.8434864104967198,1.5463917525773196,0.0,1.1715089034676665,0.3748828491096533,0.0,0.7029053420805998,0.4686035613870665,0.7497656982193065
2020-07-31,1.2217795484727756,0.4249667994687915,1.3811420982735725,0.05312084993359894,1.3280212483399734,0.0,0.8764940239043826,1.1420982735723773,0.6640106241699867,0.5577689243027889
2020-08-31,0.8458035133376708,0.715679895901106,1.8217306441119063,0.0,1.5614834092387768,0.2602472348731295,0.0,0.5855562784645413,0.520494469746259,0.4554326610279766
2020-09-30,1.3028030003947888,0.7500986971969996,1.0264508487958943,0.0,1.0264508487958943,0.0,0.3158310303987367,1.1448874851954205,0.7500986971969996,0.5921831819976312
2020-10-30,1.6949152542372878,0.0,1.2881355932203389,0.0,1.0169491525423728,0.2711864406779661,0.3389830508474576,1.0169491525423728,0.4067796610169492,0.7457627118644068
2020-11-30,1.139792155548106,0.0670465973851827,0.6369426751592357,0.10056989607777406,0.4693261816962789,0.0670465973851827,0.03352329869259135,1.0056989607777405,0.3687562856185049,1.139792155548106
2020-12-31,0.42194092827004215,0.07032348804500703,0.6329113924050633,0.07032348804500703,0.5625879043600562,0.0,0.0,1.8284106891701828,0.2812939521800281,1.4767932489451476
