Nrr1,Clsdt,Nrrdata,Nrrdaydt,Nrrwkdt,Nrrmtdt
NRI01,20050707,2.250000,0.006100,0.042800,0.185600
NRI01,20050708,2.250000,0.006100,0.042800,0.185600
NRI01,20050709,2.250000,0.006100,0.042800,0.185600
NRI01,20050710,2.250000,0.006100,0.042800,0.185600
NRI01,20050711,2.250000,0.006100,0.042800,0.185600
NRI01,20050712,2.250000,0.006100,0.042800,0.185600
NRI01,20050713,2.250000,0.006100,0.042800,0.185600
NRI01,20050714,2.250000,0.006100,0.042800,0.185600
NRI01,20050715,2.250000,0.006100,0.042800,0.185600
NRI01,20050716,2.250000,0.006100,0.042800,0.185600
NRI01,20050717,2.250000,0.006100,0.042800,0.185600
NRI01,20050718,2.250000,0.006100,0.042800,0.185600
NRI01,20050719,2.250000,0.006100,0.042800,0.185600
NRI01,20050720,2.250000,0.006100,0.042800,0.185600
NRI01,20050721,2.250000,0.006100,0.042800,0.185600
NRI01,20050722,2.250000,0.006100,0.042800,0.185600
NRI01,20050723,2.250000,0.006100,0.042800,0.185600
NRI01,20050724,2.250000,0.006100,0.042800,0.185600
NRI01,20050725,2.250000,0.006100,0.042800,0.185600
NRI01,20050726,2.250000,0.006100,0.042800,0.185600
NRI01,20050727,2.250000,0.006100,0.042800,0.185600
NRI01,20050728,2.250000,0.006100,0.042800,0.185600
NRI01,20050729,2.250000,0.006100,0.042800,0.185600
NRI01,20050730,2.250000,0.006100,0.042800,0.185600
NRI01,20050731,2.250000,0.006100,0.042800,0.185600
NRI01,20050801,2.250000,0.006100,0.042800,0.185600
NRI01,20050802,2.250000,0.006100,0.042800,0.185600
NRI01,20050803,2.250000,0.006100,0.042800,0.185600
NRI01,20050804,2.250000,0.006100,0.042800,0.185600
NRI01,20050805,2.250000,0.006100,0.042800,0.185600
NRI01,20050806,2.250000,0.006100,0.042800,0.185600
NRI01,20050807,2.250000,0.006100,0.042800,0.185600
NRI01,20050808,2.250000,0.006100,0.042800,0.185600
NRI01,20050809,2.250000,0.006100,0.042800,0.185600
NRI01,20050810,2.250000,0.006100,0.042800,0.185600
NRI01,20050811,2.250000,0.006100,0.042800,0.185600
NRI01,20050812,2.250000,0.006100,0.042800,0.185600
NRI01,20050813,2.250000,0.006100,0.042800,0.185600
NRI01,20050814,2.250000,0.006100,0.042800,0.185600
NRI01,20050815,2.250000,0.006100,0.042800,0.185600
NRI01,20050816,2.250000,0.006100,0.042800,0.185600
NRI01,20050817,2.250000,0.006100,0.042800,0.185600
NRI01,20050818,2.250000,0.006100,0.042800,0.185600
NRI01,20050819,2.250000,0.006100,0.042800,0.185600
NRI01,20050820,2.250000,0.006100,0.042800,0.185600
NRI01,20050821,2.250000,0.006100,0.042800,0.185600
NRI01,20050822,2.250000,0.006100,0.042800,0.185600
NRI01,20050823,2.250000,0.006100,0.042800,0.185600
NRI01,20050824,2.250000,0.006100,0.042800,0.185600
NRI01,20050825,2.250000,0.006100,0.042800,0.185600
NRI01,20050826,2.250000,0.006100,0.042800,0.185600
NRI01,20050827,2.250000,0.006100,0.042800,0.185600
NRI01,20050828,2.250000,0.006100,0.042800,0.185600
NRI01,20050829,2.250000,0.006100,0.042800,0.185600
NRI01,20050830,2.250000,0.006100,0.042800,0.185600
NRI01,20050831,2.250000,0.006100,0.042800,0.185600
NRI01,20050901,2.250000,0.006100,0.042800,0.185600
NRI01,20050902,2.250000,0.006100,0.042800,0.185600
NRI01,20050903,2.250000,0.006100,0.042800,0.185600
NRI01,20050904,2.250000,0.006100,0.042800,0.185600
NRI01,20050905,2.250000,0.006100,0.042800,0.185600
NRI01,20050906,2.250000,0.006100,0.042800,0.185600
NRI01,20050907,2.250000,0.006100,0.042800,0.185600
NRI01,20050908,2.250000,0.006100,0.042800,0.185600
NRI01,20050909,2.250000,0.006100,0.042800,0.185600
NRI01,20050910,2.250000,0.006100,0.042800,0.185600
NRI01,20050911,2.250000,0.006100,0.042800,0.185600
NRI01,20050912,2.250000,0.006100,0.042800,0.185600
NRI01,20050913,2.250000,0.006100,0.042800,0.185600
NRI01,20050914,2.250000,0.006100,0.042800,0.185600
