Indexcd,Trddt,Clsindex,Retindex
399107,20040323,473.820,-0.005280
399108,20040323,291.767,-0.010979
000001,20040324,1740.054,-0.000942
000002,20040324,1824.710,-0.000891
000003,20040324,117.772,-0.004783
000010,20040324,3219.131,-0.003038
399001,20040324,4030.786,0.000882
399004,20040324,1326.514,-0.001465
399106,20040324,453.505,-0.000591
399107,20040324,473.427,-0.000829
399108,20040324,293.328,0.005350
000001,20040325,1736.477,-0.002056
000002,20040325,1820.937,-0.002068
000003,20040325,117.634,-0.001172
000010,20040325,3218.443,-0.000214
399001,20040325,4043.805,0.003230
399004,20040325,1330.698,0.003154
399106,20040325,454.134,0.001387
399107,20040325,474.072,0.001362
399108,20040325,293.899,0.001947
000001,20040326,1734.047,-0.001399
000002,20040326,1818.434,-0.001375
000003,20040326,117.256,-0.003213
000010,20040326,3217.363,-0.000336
399001,20040326,4061.530,0.004383
399004,20040326,1335.571,0.003662
399106,20040326,454.910,0.001709
399107,20040326,474.907,0.001761
399108,20040326,294.022,0.000419
000001,20040329,1719.674,-0.008289
000002,20040329,1803.307,-0.008319
000003,20040329,116.548,-0.006038
000010,20040329,3185.996,-0.009749
399001,20040329,4008.083,-0.013159
399004,20040329,1319.813,-0.011799
399106,20040329,451.391,-0.007736
399107,20040329,471.164,-0.007882
399108,20040329,292.800,-0.004156
000001,20040330,1724.277,0.002677
000002,20040330,1808.218,0.002723
000003,20040330,116.452,-0.000824
000010,20040330,3186.740,0.000234
399001,20040330,4009.135,0.000262
399004,20040330,1320.197,0.000291
399106,20040330,452.654,0.002798
399107,20040330,472.493,0.002821
399108,20040330,293.470,0.002288
000001,20040331,1741.623,0.010060
000002,20040331,1826.504,0.010113
000003,20040331,117.163,0.006106
000010,20040331,3213.476,0.008390
399001,20040331,4060.143,0.012723
399004,20040331,1334.665,0.010959
399106,20040331,458.491,0.012895
399107,20040331,478.477,0.012665
399108,20040331,298.894,0.018482
000001,20040401,1758.147,0.009488
000002,20040401,1843.906,0.009527
000003,20040401,117.922,0.006478
000010,20040401,3246.988,0.010429
399001,20040401,4092.686,0.008015
399004,20040401,1346.609,0.008949
399106,20040401,461.982,0.007614
399107,20040401,482.039,0.007444
399108,20040401,302.412,0.011770
000001,20040402,1768.645,0.005971
000002,20040402,1854.899,0.005962
000003,20040402,118.710,0.006682
000010,20040402,3266.302,0.005948
399001,20040402,4132.545,0.009739
399004,20040402,1356.576,0.007402
399106,20040402,464.824,0.006152
399107,20040402,484.973,0.006087
399108,20040402,304.743,0.007708
000001,20040405,1766.483,-0.001222
000002,20040405,1852.610,-0.001234
000003,20040405,118.668,-0.000354
000010,20040405,3252.390,-0.004259
399001,20040405,4126.696,-0.001415
399004,20040405,1355.369,-0.000890
399106,20040405,466.498,0.003601
399107,20040405,486.703,0.003567
399108,20040405,306.091,0.004423
000001,20040406,1777.516,0.006246
000002,20040406,1864.131,0.006219
000003,20040406,119.651,0.008284
000010,20040406,3273.256,0.006416
399001,20040406,4157.819,0.007542
399004,20040406,1365.350,0.007364
399106,20040406,470.382,0.008326
399107,20040406,490.556,0.007917
399108,20040406,311.658,0.018187
000001,20040407,1774.552,-0.001667
000002,20040407,1860.990,-0.001685
000003,20040407,119.606,-0.000376
000010,20040407,3265.698,-0.002309
399001,20040407,4170.278,0.002997
399004,20040407,1363.489,-0.001363
399106,20040407,470.545,0.000347
399107,20040407,490.460,-0.000196
399108,20040407,315.807,0.013313
000001,20040408,1770.279,-0.002408
000002,20040408,1856.541,-0.002391
000003,20040408,119.162,-0.003712
000010,20040408,3254.497,-0.003430
399001,20040408,4147.815,-0.005386
399004,20040408,1358.050,-0.003989
399106,20040408,468.764,-0.003785
399107,20040408,488.632,-0.003727
399108,20040408,314.183,-0.005142
000001,20040409,1727.348,-0.024251
000002,20040409,1811.334,-0.024350
000003,20040409,117.166,-0.016750
000010,20040409,3176.625,-0.023928
399001,20040409,4051.960,-0.023110
399004,20040409,1325.497,-0.023970
399106,20040409,457.700,-0.023602
399107,20040409,476.935,-0.023938
399108,20040409,309.259,-0.015672
000001,20040412,1722.986,-0.002525
000002,20040412,1806.674,-0.002573
000003,20040412,117.289,0.001050
000010,20040412,3157.983,-0.005868
399001,20040412,4047.274,-0.001156
399004,20040412,1323.250,-0.001695
399106,20040412,458.301,0.001313
399107,20040412,477.475,0.001132
399108,20040412,310.966,0.005520
000001,20040413,1715.136,-0.004556
000002,20040413,1798.450,-0.004552
000003,20040413,116.716,-0.004885
000010,20040413,3137.708,-0.006420
399001,20040413,3995.647,-0.012756
399004,20040413,1314.481,-0.006627
399106,20040413,455.777,-0.005507
399107,20040413,475.030,-0.005121
399108,20040413,306.463,-0.014481
000001,20040414,1697.156,-0.010483
000002,20040414,1779.465,-0.010556
000003,20040414,116.135,-0.004978
000010,20040414,3101.992,-0.011383
399001,20040414,3922.584,-0.018286
399004,20040414,1287.549,-0.020489
399106,20040414,446.887,-0.019505
399107,20040414,465.565,-0.019925
399108,20040414,303.508,-0.009642
000001,20040415,1679.076,-0.010653
000002,20040415,1760.438,-0.010693
000003,20040415,115.240,-0.007707
000010,20040415,3070.109,-0.010278
399001,20040415,3903.611,-0.004837
399004,20040415,1276.053,-0.008929
399106,20040415,441.137,-0.012867
399107,20040415,459.573,-0.012870
399108,20040415,299.622,-0.012804
000001,20040416,1693.861,0.008805
000002,20040416,1776.079,0.008885
000003,20040416,115.577,0.002924
000010,20040416,3104.031,0.011049
399001,20040416,3941.071,0.009596
399004,20040416,1290.610,0.011408
399106,20040416,442.743,0.003641
399107,20040416,461.502,0.004197
399108,20040416,296.537,-0.010296
000001,20040419,1675.885,-0.010612
000002,20040419,1757.002,-0.010741
000003,20040419,115.464,-0.000978
000010,20040419,3059.988,-0.014189
399001,20040419,3898.281,-0.010857
399004,20040419,1270.283,-0.015750
399106,20040419,437.697,-0.011397
399107,20040419,455.842,-0.012264
399108,20040419,299.276,0.009237
000001,20040420,1669.422,-0.003856
000002,20040420,1750.469,-0.003718
000003,20040420,113.839,-0.014074
000010,20040420,3041.018,-0.006199
399001,20040420,3854.475,-0.011237
399004,20040420,1257.837,-0.009798
399106,20040420,433.337,-0.009961
399107,20040420,451.211,-0.010159
399108,20040420,297.659,-0.005403
000001,20040421,1651.577,-0.010689
000002,20040421,1731.639,-0.010757
000003,20040421,113.198,-0.005631
000010,20040421,3016.147,-0.008179
399001,20040421,3819.884,-0.008974
399004,20040421,1248.051,-0.007780
399106,20040421,429.439,-0.008995
399107,20040421,447.136,-0.009031
399108,20040421,295.233,-0.008150
000001,20040422,1657.785,0.003759
000002,20040422,1738.182,0.003779
000003,20040422,113.458,0.002297
000010,20040422,3029.585,0.004455
399001,20040422,3827.854,0.002086
399004,20040422,1258.419,0.008307
399106,20040422,431.530,0.004869
399107,20040422,449.684,0.005698
399108,20040422,291.025,-0.014253
000001,20040423,1635.501,-0.013442
000002,20040423,1714.891,-0.013400
000003,20040423,111.576,-0.016588
000010,20040423,2986.198,-0.014321
399001,20040423,3782.706,-0.011795
399004,20040423,1239.950,-0.014676
399106,20040423,424.078,-0.017269
399107,20040423,441.989,-0.017112
399108,20040423,284.935,-0.020926
000001,20040426,1635.499,-0.000001
000002,20040426,1715.037,0.000085
000003,20040426,110.856,-0.006453
000010,20040426,2991.852,0.001893
399001,20040426,3770.247,-0.003294
399004,20040426,1242.007,0.001659
399106,20040426,422.917,-0.002738
399107,20040426,441.074,-0.002070
399108,20040426,279.651,-0.018545
000001,20040427,1611.860,-0.014454
000002,20040427,1690.162,-0.014504
000003,20040427,109.674,-0.010662
000010,20040427,2957.373,-0.011524
399001,20040427,3754.593,-0.004152
399004,20040427,1234.541,-0.006011
399106,20040427,418.243,-0.011052
399107,20040427,436.000,-0.011504
399108,20040427,279.597,-0.000193
000001,20040428,1606.801,-0.003139
000002,20040428,1684.764,-0.003194
000003,20040428,109.780,0.000967
000010,20040428,2944.413,-0.004382
399001,20040428,3702.798,-0.013795
399004,20040428,1226.875,-0.006210
399106,20040428,416.602,-0.003924
399107,20040428,434.717,-0.002943
399108,20040428,271.989,-0.027211
000001,20040429,1579.447,-0.017024
000002,20040429,1656.307,-0.016891
000003,20040429,106.818,-0.026981
000010,20040429,2892.036,-0.017789
399001,20040429,3600.045,-0.027750
399004,20040429,1197.743,-0.023745
399106,20040429,407.009,-0.023027
399107,20040429,424.951,-0.022465
399108,20040429,262.001,-0.036722
000001,20040430,1595.587,0.010219
000002,20040430,1673.414,0.010328
000003,20040430,107.024,0.001929
000010,20040430,2912.808,0.007182
399001,20040430,3613.169,0.003646
399004,20040430,1200.991,0.002712
399106,20040430,407.555,0.001341
399107,20040430,425.590,0.001504
399108,20040430,261.311,-0.002634
000001,20040510,1560.215,-0.022169
000002,20040510,1636.445,-0.022092
000003,20040510,104.018,-0.028087
000010,20040510,2834.493,-0.026886
399001,20040510,3476.986,-0.037691
399004,20040510,1168.026,-0.027448
399106,20040510,397.565,-0.024512
399107,20040510,415.835,-0.022921
399108,20040510,244.628,-0.063843
000001,20040511,1568.059,0.005028
000002,20040511,1644.763,0.005083
000003,20040511,104.093,0.000721
000010,20040511,2849.153,0.005172
399001,20040511,3492.969,0.004597
399004,20040511,1175.889,0.006732
399106,20040511,399.202,0.004118
399107,20040511,417.533,0.004083
399108,20040511,245.839,0.004950
000001,20040512,1603.768,0.022773
000002,20040512,1682.204,0.022764
000003,20040512,106.537,0.023479
000010,20040512,2907.992,0.020651
399001,20040512,3596.384,0.029607
399004,20040512,1205.643,0.025303
399106,20040512,410.082,0.027254
399107,20040512,428.492,0.026247
399108,20040512,258.924,0.053226
000001,20040513,1597.570,-0.003865
000002,20040513,1675.856,-0.003774
000003,20040513,105.388,-0.010785
000010,20040513,2895.664,-0.004239
399001,20040513,3575.908,-0.005693
399004,20040513,1200.668,-0.004126
399106,20040513,408.636,-0.003526
399107,20040513,426.982,-0.003524
399108,20040513,258.004,-0.003553
000001,20040514,1562.688,-0.021834
000002,20040514,1639.081,-0.021944
000003,20040514,103.976,-0.013398
000010,20040514,2832.620,-0.021772
399001,20040514,3489.902,-0.024052
399004,20040514,1173.221,-0.022860
399106,20040514,399.497,-0.022365
399107,20040514,417.638,-0.021884
399108,20040514,249.115,-0.034453
000001,20040517,1539.959,-0.014545
000002,20040517,1615.220,-0.014558
000003,20040517,102.562,-0.013599
000010,20040517,2795.672,-0.013044
399001,20040517,3460.200,-0.008511
399004,20040517,1166.404,-0.005810
399106,20040517,397.037,-0.006158
399107,20040517,415.200,-0.005838
399108,20040517,245.547,-0.014323
000001,20040518,1555.442,0.010054
000002,20040518,1631.436,0.010039
000003,20040518,103.708,0.011174
000010,20040518,2825.862,0.010799
399001,20040518,3487.116,0.007779
399004,20040518,1178.838,0.010660
399106,20040518,402.410,0.013533
399107,20040518,420.923,0.013784
399108,20040518,247.287,0.007086
000001,20040519,1558.287,0.001829
000002,20040519,1634.274,0.001740
000003,20040519,104.602,0.008620
000010,20040519,2824.462,-0.000495
399001,20040519,3503.297,0.004640
399004,20040519,1180.619,0.001511
399106,20040519,403.372,0.002391
399107,20040519,421.678,0.001794
399108,20040519,251.702,0.017854
000001,20040520,1549.061,-0.005921
000002,20040520,1624.567,-0.005940
000003,20040520,104.134,-0.004474
000010,20040520,2812.812,-0.004125
399001,20040520,3475.288,-0.007995
399004,20040520,1170.409,-0.008648
399106,20040520,399.581,-0.009398
399107,20040520,417.652,-0.009548
399108,20040520,250.288,-0.005618
000001,20040521,1558.330,0.005984
000002,20040521,1634.283,0.005981
000003,20040521,104.779,0.006194
000010,20040521,2831.985,0.006816
399001,20040521,3514.217,0.011202
399004,20040521,1178.095,0.006567
399106,20040521,402.101,0.006307
399107,20040521,420.130,0.005933
399108,20040521,254.244,0.015806
000001,20040524,1550.348,-0.005122
000002,20040524,1625.803,-0.005189
000003,20040524,104.766,-0.000124
000010,20040524,2815.105,-0.005960
399001,20040524,3499.850,-0.004088
399004,20040524,1168.244,-0.008362
399106,20040524,399.047,-0.007595
399107,20040524,416.738,-0.008074
399108,20040524,255.375,0.004448
000001,20040525,1518.045,-0.020836
000002,20040525,1591.741,-0.020951
000003,20040525,103.486,-0.012218
000010,20040525,2769.317,-0.016265
399001,20040525,3436.694,-0.018045
399004,20040525,1142.569,-0.021977
399106,20040525,389.253,-0.024543
399107,20040525,406.348,-0.024932
399108,20040525,251.550,-0.014978
000001,20040526,1524.436,0.004210
000002,20040526,1598.523,0.004261
000003,20040526,103.531,0.000435
000010,20040526,2782.695,0.004831
399001,20040526,3469.198,0.009458
399004,20040526,1150.218,0.006695
399106,20040526,391.007,0.004506
399107,20040526,408.090,0.004287
399108,20040526,254.074,0.010034
000001,20040527,1557.178,0.021478
000002,20040527,1632.886,0.021497
000003,20040527,105.610,0.020081
000010,20040527,2837.988,0.019870
399001,20040527,3561.861,0.026710
399004,20040527,1179.837,0.025751
399106,20040527,400.859,0.025196
399107,20040527,418.283,0.024977
399108,20040527,261.865,0.030664
000001,20040528,1548.722,-0.005430
000002,20040528,1623.997,-0.005444
000003,20040528,105.141,-0.004441
000010,20040528,2817.773,-0.007123
399001,20040528,3548.690,-0.003698
399004,20040528,1175.403,-0.003758
399106,20040528,398.940,-0.004787
399107,20040528,416.149,-0.005102
399108,20040528,262.604,0.002822
000001,20040531,1555.906,0.004639
000002,20040531,1631.656,0.004716
000003,20040531,105.022,-0.001132
000010,20040531,2828.687,0.003873
399001,20040531,3577.648,0.008160
399004,20040531,1182.147,0.005738
399106,20040531,400.620,0.004211
399107,20040531,417.738,0.003818
399108,20040531,266.198,0.013686
000001,20040601,1579.658,0.015266
000002,20040601,1656.718,0.015360
000003,20040601,105.877,0.008141
000010,20040601,2865.604,0.013051
399001,20040601,3632.457,0.015320
399004,20040601,1202.362,0.017100
399106,20040601,407.657,0.017565
399107,20040601,425.018,0.017427
399108,20040601,271.751,0.020860
000001,20040602,1567.067,-0.007971
000002,20040602,1643.546,-0.007951
000003,20040602,104.869,-0.009520
000010,20040602,2833.480,-0.011210
399001,20040602,3597.304,-0.009677
399004,20040602,1193.833,-0.007094
399106,20040602,405.473,-0.005357
399107,20040602,422.821,-0.005169
399108,20040602,269.066,-0.009880
000001,20040603,1543.527,-0.015022
000002,20040603,1618.948,-0.014966
000003,20040603,102.854,-0.019214
000010,20040603,2791.180,-0.014929
399001,20040603,3533.872,-0.017633
399004,20040603,1172.993,-0.017456
399106,20040603,398.467,-0.017279
399107,20040603,415.560,-0.017173
399108,20040603,263.717,-0.019880
000001,20040604,1542.086,-0.000934
000002,20040604,1617.711,-0.000764
000003,20040604,101.426,-0.013884
000010,20040604,2790.549,-0.000226
399001,20040604,3522.890,-0.003108
399004,20040604,1171.377,-0.001378
399106,20040604,398.406,-0.000153
399107,20040604,415.560,0.000000
399108,20040604,262.658,-0.004016
000001,20040607,1517.145,-0.016174
000002,20040607,1591.682,-0.016090
000003,20040607,99.128,-0.022657
000010,20040607,2753.903,-0.013132
399001,20040607,3479.412,-0.012342
399004,20040607,1154.823,-0.014132
399106,20040607,392.373,-0.015143
399107,20040607,408.988,-0.015815
399108,20040607,263.132,0.001805
000001,20040608,1493.814,-0.015378
000002,20040608,1566.953,-0.015536
000003,20040608,98.822,-0.003087
000010,20040608,2715.134,-0.014078
399001,20040608,3440.723,-0.011119
399004,20040608,1141.042,-0.011933
399106,20040608,387.897,-0.011408
399107,20040608,404.257,-0.011568
399108,20040608,261.110,-0.007684
000001,20040609,1468.071,-0.017233
000002,20040609,1540.020,-0.017188
000003,20040609,96.776,-0.020704
000010,20040609,2667.615,-0.017502
399001,20040609,3387.166,-0.015566
399004,20040609,1116.603,-0.021418
399106,20040609,378.054,-0.025375
399107,20040609,393.869,-0.025697
399108,20040609,256.513,-0.017606
000001,20040610,1468.344,0.000186
000002,20040610,1540.690,0.000435
000003,20040610,94.935,-0.019023
000010,20040610,2672.037,0.001658
399001,20040610,3401.377,0.004196
399004,20040610,1119.084,0.002222
399106,20040610,377.850,-0.000540
399107,20040610,393.547,-0.000818
399108,20040610,258.073,0.006082
000001,20040611,1472.072,0.002539
000002,20040611,1544.818,0.002679
000003,20040611,94.125,-0.008532
000010,20040611,2675.048,0.001127
399001,20040611,3381.691,-0.005788
399004,20040611,1118.841,-0.000217
399106,20040611,378.035,0.000490
399107,20040611,394.013,0.001184
399108,20040611,254.021,-0.015701
000001,20040614,1438.736,-0.022646
000002,20040614,1511.023,-0.021876
000003,20040614,86.224,-0.083942
000010,20040614,2621.779,-0.019913
399001,20040614,3302.525,-0.023410
399004,20040614,1093.056,-0.023046
399106,20040614,367.435,-0.028040
399107,20040614,383.154,-0.027560
399108,20040614,244.006,-0.039426
000001,20040615,1463.777,0.017405
000002,20040615,1537.433,0.017478
000003,20040615,87.183,0.011122
000010,20040615,2666.613,0.017101
399001,20040615,3366.329,0.019320
399004,20040615,1113.309,0.018529
399106,20040615,374.201,0.018414
399107,20040615,390.223,0.018450
399108,20040615,248.295,0.017577
000001,20040616,1475.416,0.007951
000002,20040616,1549.729,0.007998
000003,20040616,87.529,0.003969
000010,20040616,2682.487,0.005953
399001,20040616,3396.886,0.009077
399004,20040616,1121.569,0.007419
399106,20040616,376.345,0.005730
399107,20040616,392.451,0.005710
399108,20040616,249.829,0.006178
000001,20040617,1445.501,-0.020276
000002,20040617,1518.327,-0.020263
000003,20040617,85.655,-0.021410
000010,20040617,2623.427,-0.022017
399001,20040617,3306.041,-0.026744
399004,20040617,1095.050,-0.023645
399106,20040617,368.383,-0.021156
399107,20040617,384.337,-0.020675
399108,20040617,241.649,-0.032742
000001,20040618,1427.301,-0.012591
000002,20040618,1499.593,-0.012339
000003,20040618,82.708,-0.034405
000010,20040618,2585.512,-0.014452
399001,20040618,3263.703,-0.012806
399004,20040618,1083.867,-0.010212
399106,20040618,365.323,-0.008307
399107,20040618,381.432,-0.007558
399108,20040618,235.269,-0.026402
000001,20040621,1433.467,0.004320
000002,20040621,1505.826,0.004156
000003,20040621,84.258,0.018741
000010,20040621,2589.716,0.001626
399001,20040621,3290.958,0.008351
399004,20040621,1091.508,0.007050
399106,20040621,369.129,0.010418
399107,20040621,385.351,0.010274
399108,20040621,238.560,0.013988
000001,20040622,1450.683,0.012010
000002,20040622,1523.552,0.011772
000003,20040622,87.012,0.032685
000010,20040622,2615.510,0.009960
399001,20040622,3326.516,0.010805
399004,20040622,1105.038,0.012396
399106,20040622,373.505,0.011855
399107,20040622,389.852,0.011680
399108,20040622,242.430,0.016222
000001,20040623,1440.729,-0.006862
000002,20040623,1513.094,-0.006864
000003,20040623,86.435,-0.006631
000010,20040623,2596.971,-0.007088
399001,20040623,3299.137,-0.008231
399004,20040623,1094.216,-0.009793
399106,20040623,369.795,-0.009933
399107,20040623,385.860,-0.010240
399108,20040623,241.867,-0.002322
000001,20040624,1427.754,-0.009006
000002,20040624,1498.983,-0.009326
000003,20040624,88.009,0.018210
000010,20040624,2571.731,-0.009719
399001,20040624,3290.200,-0.002709
399004,20040624,1085.333,-0.008118
399106,20040624,367.420,-0.006422
399107,20040624,383.101,-0.007150
399108,20040624,244.591,0.011262
000001,20040625,1401.113,-0.018659
000002,20040625,1470.908,-0.018729
000003,20040625,86.880,-0.012828
000010,20040625,2529.848,-0.016286
399001,20040625,3255.598,-0.010517
399004,20040625,1068.947,-0.015098
399106,20040625,359.783,-0.020785
399107,20040625,374.924,-0.021344
399108,20040625,242.806,-0.007298
000001,20040628,1385.181,-0.011371
000002,20040628,1454.083,-0.011439
000003,20040628,86.374,-0.005824
000010,20040628,2506.468,-0.009242
399001,20040628,3230.780,-0.007623
399004,20040628,1055.721,-0.012373
399106,20040628,353.902,-0.016346
399107,20040628,368.609,-0.016843
399108,20040628,241.739,-0.004394
000001,20040629,1408.689,0.016971
000002,20040629,1478.677,0.016914
000003,20040629,88.244,0.021650
000010,20040629,2543.821,0.014903
399001,20040629,3288.664,0.017916
399004,20040629,1069.910,0.013440
399106,20040629,357.126,0.009110
399107,20040629,371.734,0.008478
399108,20040629,247.568,0.024113
000001,20040630,1399.162,-0.006763
000002,20040630,1468.841,-0.006652
000003,20040630,86.846,-0.015842
000010,20040630,2528.439,-0.006047
399001,20040630,3275.850,-0.003896
399004,20040630,1064.885,-0.004697
399106,20040630,354.513,-0.007317
399107,20040630,368.822,-0.007834
399108,20040630,248.757,0.004803
000001,20040701,1441.068,0.029951
000002,20040701,1512.786,0.029918
000003,20040701,89.680,0.032632
000010,20040701,2608.676,0.031734
399001,20040701,3384.892,0.033287
399004,20040701,1099.989,0.032965
399106,20040701,365.859,0.032004
399107,20040701,380.609,0.031959
399108,20040701,256.990,0.033097
000001,20040702,1441.190,0.000085
000002,20040702,1512.908,0.000081
000003,20040702,89.713,0.000368
000010,20040702,2615.407,0.002580
399001,20040702,3391.759,0.002029
399004,20040702,1102.153,0.001967
399106,20040702,365.825,-0.000093
399107,20040702,380.562,-0.000123
399108,20040702,257.149,0.000619
000001,20040705,1444.590,0.002359
000002,20040705,1516.394,0.002304
000003,20040705,90.332,0.006900
000010,20040705,2621.881,0.002475
399001,20040705,3381.208,-0.003111
399004,20040705,1101.070,-0.000983
399106,20040705,365.583,-0.000662
399107,20040705,380.410,-0.000399
399108,20040705,255.416,-0.006739
000001,20040706,1450.501,0.004092
000002,20040706,1522.513,0.004035
000003,20040706,91.126,0.008790
000010,20040706,2631.856,0.003805
399001,20040706,3398.189,0.005022
399004,20040706,1107.080,0.005458
399106,20040706,368.092,0.006863
399107,20040706,383.025,0.006874
399108,20040706,257.106,0.006617
000001,20040707,1438.398,-0.008344
000002,20040707,1509.866,-0.008307
000003,20040707,90.089,-0.011380
000010,20040707,2606.192,-0.009751
399001,20040707,3364.870,-0.009805
399004,20040707,1096.584,-0.009481
399106,20040707,364.420,-0.009976
399107,20040707,379.213,-0.009952
399108,20040707,254.393,-0.010552
000001,20040708,1439.783,0.000963
000002,20040708,1511.324,0.000966
000003,20040708,90.156,0.000744
000010,20040708,2616.751,0.004052
399001,20040708,3369.691,0.001433
399004,20040708,1097.180,0.000544
399106,20040708,364.923,0.001380
399107,20040708,379.711,0.001313
399108,20040708,255.150,0.002976
000001,20040709,1430.654,-0.006341
000002,20040709,1501.913,-0.006227
000003,20040709,88.748,-0.015617
000010,20040709,2602.826,-0.005321
399001,20040709,3345.849,-0.007075
399004,20040709,1089.780,-0.006745
399106,20040709,362.301,-0.007185
399107,20040709,376.963,-0.007237
399108,20040709,253.619,-0.006000
000001,20040712,1397.148,-0.023420
000002,20040712,1466.817,-0.023368
000003,20040712,86.280,-0.027809
000010,20040712,2547.610,-0.021214
399001,20040712,3277.310,-0.020485
399004,20040712,1065.104,-0.022643
399106,20040712,352.971,-0.025752
399107,20040712,367.134,-0.026074
399108,20040712,248.997,-0.018224
000001,20040713,1399.461,0.001656
000002,20040713,1469.076,0.001540
000003,20040713,87.256,0.011312
000010,20040713,2553.475,0.002302
399001,20040713,3298.007,0.006315
399004,20040713,1070.038,0.004632
399106,20040713,353.821,0.002408
399107,20040713,367.989,0.002329
399108,20040713,250.062,0.004277
000001,20040714,1403.755,0.003068
000002,20040714,1473.606,0.003084
000003,20040714,87.417,0.001845
000010,20040714,2562.090,0.003374
399001,20040714,3296.369,-0.000497
399004,20040714,1070.492,0.000424
399106,20040714,352.177,-0.004646
399107,20040714,366.466,-0.004139
399108,20040714,245.952,-0.016436
000001,20040715,1421.544,0.012672
000002,20040715,1492.280,0.012672
000003,20040715,88.528,0.012709
000010,20040715,2596.240,0.013329
399001,20040715,3341.814,0.013786
399004,20040715,1088.572,0.016889
399106,20040715,356.510,0.012303
399107,20040715,371.155,0.012795
399108,20040715,246.155,0.000825
000001,20040716,1456.130,0.024330
000002,20040716,1528.376,0.024188
000003,20040716,91.713,0.035977
000010,20040716,2657.694,0.023670
399001,20040716,3442.074,0.030002
399004,20040716,1120.090,0.028954
399106,20040716,367.218,0.030036
399107,20040716,382.278,0.029969
399108,20040716,253.945,0.031647
000001,20040719,1457.537,0.000966
000002,20040719,1529.879,0.000983
000003,20040719,91.674,-0.000425
000010,20040719,2664.376,0.002514
399001,20040719,3444.344,0.000659
399004,20040719,1122.031,0.001733
399106,20040719,367.753,0.001457
399107,20040719,382.827,0.001436
399108,20040719,254.430,0.001910
000001,20040720,1447.941,-0.006584
000002,20040720,1519.714,-0.006644
000003,20040720,91.523,-0.001647
000010,20040720,2644.232,-0.007560
399001,20040720,3417.275,-0.007859
399004,20040720,1113.567,-0.007543
399106,20040720,365.568,-0.005941
399107,20040720,380.552,-0.005943
399108,20040720,252.924,-0.005919
000001,20040721,1448.037,0.000066
000002,20040721,1519.817,0.000068
000003,20040721,91.515,-0.000087
000010,20040721,2643.580,-0.000247
399001,20040721,3414.816,-0.000720
399004,20040721,1113.520,-0.000042
399106,20040721,365.567,-0.000003
399107,20040721,380.600,0.000126
399108,20040721,252.159,-0.003025
000001,20040722,1407.438,-0.028037
000002,20040722,1477.059,-0.028134
000003,20040722,89.664,-0.020226
000010,20040722,2570.004,-0.027832
399001,20040722,3338.908,-0.022229
399004,20040722,1086.166,-0.024565
399106,20040722,357.164,-0.022986
399107,20040722,371.746,-0.023263
399108,20040722,248.022,-0.016406
000001,20040723,1407.396,-0.000030
000002,20040723,1477.011,-0.000032
000003,20040723,89.684,0.000223
000010,20040723,2579.979,0.003881
399001,20040723,3334.686,-0.001264
399004,20040723,1090.812,0.004277
399106,20040723,358.170,0.002817
399107,20040723,372.975,0.003306
399108,20040723,245.861,-0.008713
000001,20040726,1387.670,-0.014016
000002,20040726,1456.255,-0.014053
000003,20040726,88.694,-0.011039
000010,20040726,2545.959,-0.013186
399001,20040726,3297.952,-0.011016
399004,20040726,1075.954,-0.013621
399106,20040726,353.184,-0.013921
399107,20040726,367.691,-0.014167
399108,20040726,243.887,-0.008029
000001,20040727,1384.128,-0.002552
000002,20040727,1452.325,-0.002699
000003,20040727,89.510,0.009200
000010,20040727,2539.705,-0.002456
399001,20040727,3275.020,-0.006953
399004,20040727,1069.713,-0.005800
399106,20040727,350.448,-0.007747
399107,20040727,364.866,-0.007683
399108,20040727,241.612,-0.009328
000001,20040728,1388.810,0.003383
000002,20040728,1457.178,0.003342
000003,20040728,90.108,0.006681
000010,20040728,2549.779,0.003967
399001,20040728,3303.239,0.008616
399004,20040728,1077.623,0.007395
399106,20040728,353.183,0.007804
399107,20040728,367.610,0.007521
399108,20040728,245.142,0.014610
000001,20040729,1407.331,0.013336
000002,20040729,1476.683,0.013385
000003,20040729,90.953,0.009378
000010,20040729,2584.825,0.013745
399001,20040729,3329.118,0.007834
399004,20040729,1090.904,0.012324
399106,20040729,357.605,0.012520
399107,20040729,372.358,0.012916
399108,20040729,245.911,0.003137
000001,20040730,1386.202,-0.015014
000002,20040730,1454.304,-0.015155
000003,20040730,90.613,-0.003738
000010,20040730,2548.485,-0.014059
399001,20040730,3283.370,-0.013742
399004,20040730,1073.942,-0.015549
399106,20040730,351.923,-0.015889
399107,20040730,366.312,-0.016237
399108,20040730,244.049,-0.007572
000001,20040802,1373.217,-0.009367
000002,20040802,1440.644,-0.009393
000003,20040802,89.943,-0.007394
000010,20040802,2529.421,-0.007481
399001,20040802,3257.657,-0.007831
399004,20040802,1065.305,-0.008042
399106,20040802,348.597,-0.009451
399107,20040802,362.768,-0.009675
399108,20040802,243.052,-0.004085
000001,20040803,1366.258,-0.005068
000002,20040803,1433.258,-0.005127
000003,20040803,89.909,-0.000378
000010,20040803,2512.740,-0.006595
399001,20040803,3227.997,-0.009105
399004,20040803,1056.519,-0.008247
399106,20040803,346.920,-0.004811
399107,20040803,361.056,-0.004719
399108,20040803,241.348,-0.007011
000001,20040804,1404.505,0.027994
000002,20040804,1473.522,0.028093
000003,20040804,91.730,0.020254
