,timestamp,title,url
FIN_zcgg_162,2019-08-29,《义务教育薄弱环节改善与能力提升补助资金管理办法》印发,http://jkw.mof.gov.cn/zhengcefabu/201908/t20190829_3376435.htm
FIN_zcgg_163,2019-08-26,财政部印发《财政预决算领域基层政务公开标准指引》,http://bgt.mof.gov.cn/tongzhiguiding/201908/t20190826_3373682.htm
FIN_zcgg_164,2019-08-23,国务院关税税则委员会关于对原产于美国的汽车及零部件恢复加征关税的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201908/t20190823_3372941.htm
FIN_zcgg_165,2019-08-23,国务院关税税则委员会关于对原产于美国的部分进口商品（第三批）加征关税的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201908/t20190823_3372928.htm
FIN_zcgg_166,2019-08-16,横琴新区企业所得税优惠目录增列旅游产业项目,http://szs.mof.gov.cn/zhengcefabu/201908/t20190816_3365377.htm
FIN_zcgg_167,2019-08-01,《中央部门预算绩效运行监控管理暂行办法》印发,http://yss.mof.gov.cn/zhuantilanmu/ysjxgl/201907/t20190731_3339251.htm
FIN_zcgg_168,2019-08-01,财政部等3部门印发通知决定全面推行医疗收费电子票据管理改革,http://pjzx.mof.gov.cn/zhengceguiding/201908/t20190801_3345950.htm
FIN_zcgg_169,2019-07-31,财政部等6部门联合发文明确解决部分退役士兵社会保险问题中央财政补助资金有关事项,http://sbs.mof.gov.cn/zhengcefabu/201907/t20190730_3319084.htm
FIN_zcgg_170,2019-07-29,财政部等五部门联合开展财政支持深化民营和小微企业金融服务综合改革试点城市工作,http://jrs.mof.gov.cn/zhengcefabu/201907/t20190729_3310673.htm
FIN_zcgg_171,2019-07-29,《中央专项彩票公益金支持地方社会公益事业发展资金管理办法》印发,http://zhs.mof.gov.cn/zhengcefabu/201907/t20190725_3307957.htm
FIN_zcgg_172,2019-07-24,关于下达2019年中央自然灾害救灾资金预算的通知,http://jjs.mof.gov.cn/zhengcefagui/201907/t20190724_3307014.htm
FIN_zcgg_173,2019-07-24,《财政部门财政扶贫资金违规管理责任追究办法》印发,http://jdjc.mof.gov.cn/jlm/zhengwuxinxi/faguizhidu/201907/t20190723_3306169.htm
FIN_zcgg_174,2019-07-19,全国中小企业股份转让系统挂牌公司股息红利差别化个人所得税政策继续实施,http://szs.mof.gov.cn/zhengcefabu/201907/t20190719_3303676.htm
FIN_zcgg_175,2019-07-18,财政部等三部门印发通知规范差旅伙食费和市内交通费收交管理,http://xzzf.mof.gov.cn/zhengwuxinxi/zhengcefabu/201907/t20190716_3301046.htm
FIN_zcgg_176,2019-07-12,2019年补助地方国家电影事业发展专项资金预算下达,http://whs.mof.gov.cn/pdlb/zcfb/201907/t20190709_3293103.html
FIN_zcgg_177,2019-07-12,《农民专业合作社解散、破产清算时接受国家财政直接补助形成的财产处置暂行办法》印发,http://zcgls.mof.gov.cn/zhengcefabu/201907/t20190708_3292710.htm
FIN_zcgg_178,2019-07-09,2019年中央财政加大对新型农业经营主体支持力度,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201907/t20190705_3292460.htm
FIN_zcgg_179,2019-07-05,中央财政在内蒙古等省（区）开展地方优势特色农产品保险奖补试点,http://jrs.mof.gov.cn/zhengcefabu/201907/t20190705_3292464.htm
FIN_zcgg_180,2019-07-05,部分国家储备商品有关税收政策明确,http://szs.mof.gov.cn/zhengcefabu/201907/t20190704_3291701.htm
FIN_zcgg_181,2019-07-05,关于免征易地扶贫搬迁有关政府性基金和行政事业性收费政策的通知,http://szs.mof.gov.cn/zhengcefabu/201907/t20190705_3292006.htm
FIN_zcgg_182,2019-07-05,财政部、教育部印发通知调整职业院校奖助学金政策,http://jkw.mof.gov.cn/zhengcefabu/201907/t20190704_3291478.htm
FIN_zcgg_183,2019-07-04,《口岸出境免税店管理暂行办法》印发,http://gss.mof.gov.cn/gzdt/zhengcefabu/201907/t20190703_3290051.htm
FIN_zcgg_184,2019-07-04,关于养老、托育、家政等社区家庭服务业税费优惠政策的公告,http://szs.mof.gov.cn/zhengcefabu/201907/t20190704_3291180.htm
FIN_zcgg_185,2019-07-02,《城市管网及污水处理补助资金管理办法》印发,http://jjs.mof.gov.cn/zhengcefagui/201907/t20190702_3289396.htm
FIN_zcgg_186,2019-06-28,财政部、税务总局发布公告明确继续执行的车辆购置税优惠政策,http://szs.mof.gov.cn/zhengcefabu/201906/t20190627_3286550.htm
FIN_zcgg_187,2019-06-25,个人取得有关收入适用个人所得税应税所得项目明确,http://szs.mof.gov.cn/zhengcefabu/201906/t20190625_3284467.htm
FIN_zcgg_188,2019-06-24,财政部、国家粮食和物资储备局出台意见 深入实施“优质粮食工程”,http://jjs.mof.gov.cn/zhengcefagui/201906/t20190619_3280596.htm
FIN_zcgg_189,2019-06-21,财政部、自然资源部印发《土地储备项目预算管理办法（试行）》,http://yss.mof.gov.cn/zhuantilanmu/dfzgl/zcfg/201906/t20190620_3281702.htm
FIN_zcgg_190,2019-06-20,财政部印发《可再生能源发展专项资金管理暂行办法》补充通知,http://jjs.mof.gov.cn/zhengcefagui/201906/t20190617_3279412.htm
FIN_zcgg_191,2019-06-18,《农业相关转移支付资金绩效管理办法》印发,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201906/t20190617_3279172.htm
FIN_zcgg_192,2019-06-10,财政部、住房城乡建设部印发通知加强农村危房改造资金使用管理,http://sbs.mof.gov.cn/zhengcefabu/201906/t20190606_3273114.htm
FIN_zcgg_193,2019-06-10,财政部、交通运输部联合发文调整车辆购置税资金补助范围和标准,http://jjs.mof.gov.cn/zhengcefagui/201906/t20190610_3273966.htm
FIN_zcgg_194,2019-06-06,两部门印发通知要求做好种猪场和规模猪场流动资金贷款贴息工作,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201906/t20190604_3271617.htm
FIN_zcgg_195,2019-06-06,国产抗艾滋病病毒药品免征生产环节和流通环节增值税,http://szs.mof.gov.cn/zhengcefabu/201906/t20190604_3271582.htm
FIN_zcgg_196,2019-06-05,财政部、国务院扶贫办印发通知进一步做好运用政府采购政策支持脱贫攻坚工作,http://gks.mof.gov.cn/ztztz/zhengfucaigouguanli/201906/t20190604_3271235.htm
FIN_zcgg_197,2019-05-30,《企业会计准则第12号——债务重组》修订印发,http://kjs.mof.gov.cn/zhengcefabu/201905/t20190529_3267525.htm
FIN_zcgg_198,2019-05-29,财政部下达财政管理工作绩效考核奖励资金,http://yss.mof.gov.cn/gongzuodongtai/201905/t20190528_3266724.htm
FIN_zcgg_199,2019-05-29,保险企业手续费及佣金支出税前扣除政策明确,http://szs.mof.gov.cn/zhengcefabu/201905/t20190529_3267613.htm
FIN_zcgg_200,2019-05-28,财政部等三部门联合发文推进首台（套）重大技术装备保险补偿机制试点工作,http://jjs.mof.gov.cn/zhengcefagui/201905/t20190528_3266680.htm
FIN_zcgg_201,2019-05-27,2017年度第二批和2018年度第一批公益性社会团体捐赠税前扣除资格名单公布,http://szs.mof.gov.cn/zhengcefabu/201905/t20190527_3265763.htm
FIN_zcgg_202,2019-05-24,车辆购置税有关具体政策明确,http://szs.mof.gov.cn/zhengcefabu/201905/t20190524_3264861.htm
FIN_zcgg_203,2019-05-22,集成电路设计和软件产业企业所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201905/t20190521_3261938.htm
FIN_zcgg_204,2019-05-17,《企业会计准则第7号——非货币性资产交换》修订印发,http://kjs.mof.gov.cn/zhengcefabu/201905/t20190516_3258929.htm
FIN_zcgg_205,2019-05-13,国务院关税税则委员会关于对原产于美国的部分进口商品提高加征关税税率的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201905/t20190513_3256788.htm
FIN_zcgg_206,2019-05-13,国务院关税税则委员会关于试行开展对美加征关税商品排除工作的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201905/t20190513_3256786.htm
FIN_zcgg_207,2019-05-09,公共租赁住房享受税收优惠政策,http://szs.mof.gov.cn/zhengcefabu/201905/t20190509_3254428.htm
FIN_zcgg_208,2019-05-08,财政部等四部门联合发文支持新能源公交车推广应用,http://jjs.mof.gov.cn/zhengcefagui/201905/t20190508_3251282.htm
FIN_zcgg_209,2019-05-08,农村饮水安全工程继续实行税收优惠政策,http://szs.mof.gov.cn/zhengcefabu/201905/t20190508_3250959.htm
FIN_zcgg_210,2019-04-29,财政部、税务总局发布公告扩大固定资产加速折旧优惠政策适用范围,http://szs.mof.gov.cn/zhengcefabu/201904/t20190429_3237412.htm
FIN_zcgg_211,2019-04-26,从事污染防治的第三方企业所得税政策问题明确,http://szs.mof.gov.cn/zhengcefabu/201904/t20190425_3234504.htm
FIN_zcgg_212,2019-04-26,财政部、税务总局联合发文进一步明确永续债的企业所得税政策适用范围,http://szs.mof.gov.cn/zhengcefabu/201904/t20190425_3234501.htm
FIN_zcgg_213,2019-04-19,《学生资助资金管理办法》印发,http://jkw.mof.gov.cn/zhengcefabu/201904/t20190418_3227628.htm
FIN_zcgg_214,2019-04-18,矿业权出让收益征收管理有关问题明确,http://zhs.mof.gov.cn/zhengcefabu/201904/t20190417_3227016.htm
FIN_zcgg_215,2019-04-17,铁路债券利息收入所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201904/t20190417_3226928.htm
FIN_zcgg_216,2019-04-16,《服务业发展资金管理办法》印发,http://jjs.mof.gov.cn/zhengcefagui/201904/t20190415_3225307.htm
FIN_zcgg_217,2019-04-12,创新企业境内发行存托凭证试点阶段有关税收政策明确,http://szs.mof.gov.cn/zhengcefabu/201904/t20190412_3224296.htm
FIN_zcgg_218,2019-04-12,财政部、农业农村部联合开展农村“厕所革命”整村推进财政奖补工作,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201904/t20190409_3216887.htm
FIN_zcgg_219,2019-04-10,上海国际能源交易中心有关风险准备金和期货投资者保障基金支出企业所得税税前扣除政策明确,http://szs.mof.gov.cn/zhengcefabu/201904/t20190410_3220510.htm
FIN_zcgg_220,2019-04-10,“三北”地区供热企业增值税、房产税、城镇土地使用税优惠政策延续,http://szs.mof.gov.cn/zhengcefabu/201904/t20190410_3220481.htm
FIN_zcgg_221,2019-04-08,国务院关税税则委员会关于调整进境物品进口税有关问题的通知,http://gss.mof.gov.cn/gzdt/zhengcefabu/201904/t20190408_3216190.htm
FIN_zcgg_222,2019-04-08,两部门印发通知要求进一步加强农机购置补贴政策监管强化纪律约束,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201904/t20190408_3216064.htm
FIN_zcgg_223,2019-04-04,企业扶贫捐赠所得税税前扣除政策明确,http://szs.mof.gov.cn/zhengcefabu/201904/t20190404_3215541.htm
FIN_zcgg_224,2019-04-04,财政部等三部门联合发文调整部分项目可享受返税政策进口天然气数量,http://gss.mof.gov.cn/gzdt/zhengcefabu/201904/t20190404_3214760.htm
FIN_zcgg_225,2019-04-01,两部门联合发文进一步完善科学基金项目和资金管理,http://jkw.mof.gov.cn/zhengcefabu/201904/t20190403_3214478.htm
FIN_zcgg_226,2019-03-31,国务院关税税则委员会关于对原产于美国的汽车及零部件继续暂停加征关税的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201903/t20190331_3209705.htm
FIN_zcgg_227,2019-03-29,2019年全国会计专业技术中高级资格考试大纲发布,http://kjs.mof.gov.cn/zhengcefabu/201903/t20190329_3208732.htm
FIN_zcgg_228,2019-03-28,两部门印发通知要求做好2019年绿色循环优质高效特色农业促进项目实施工作,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201903/t20190327_3207328.htm
FIN_zcgg_229,2019-03-26,财政部等四部门联合发文进一步完善新能源汽车推广应用财政补贴政策,http://jjs.mof.gov.cn/zhengcefagui/201903/t20190326_3204190.htm
FIN_zcgg_230,2019-03-17,非居民个人和无住所居民个人有关个人所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201903/t20190317_3194513.htm
FIN_zcgg_231,2019-03-16,在中国境内无住所的个人居住时间判定标准确定,http://szs.mof.gov.cn/zhengcefabu/201903/t20190315_3194018.htm
FIN_zcgg_232,2019-03-16,粤港澳大湾区个人所得税优惠政策明确,http://szs.mof.gov.cn/zhengcefabu/201903/t20190315_3194004.htm
FIN_zcgg_233,2019-03-15,2019年国家现代农业产业园创建工作启动,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201903/t20190313_3192323.htm
FIN_zcgg_234,2019-03-13,两部门印发通知要求做好2019年贫困县涉农资金整合试点工作,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201903/t20190313_3192010.htm
FIN_zcgg_235,2019-03-08,财政部出台实施意见推进政府和社会资本合作规范发展,http://jrs.mof.gov.cn/zhengcefabu/201903/t20190308_3186627.htm
FIN_zcgg_236,2019-03-01,支持文化企业发展增值税减免政策继续实施,http://szs.mof.gov.cn/zhengcefabu/201902/t20190227_3179101.htm
FIN_zcgg_237,2019-02-27,财政部等三部门联合发文进一步加强代扣代收代征税款手续费管理,http://xzzf.mof.gov.cn/zhengwuxinxi/zhengcefabu/201902/t20190227_3179111.htm
FIN_zcgg_238,2019-02-26,文化体制改革中经营性文化事业单位转制为企业若干税收优惠政策继续实施,http://szs.mof.gov.cn/zhengcefabu/201902/t20190226_3178709.htm
FIN_zcgg_239,2019-02-22,《金融机构国有股权董事议案审议操作指引》印发,http://jrs.mof.gov.cn/zhengcefabu/201902/t20190221_3176173.htm
FIN_zcgg_240,2019-02-22,罕见病药品增值税政策明确,http://szs.mof.gov.cn/zhengcefabu/201902/t20190222_3176415.htm
FIN_zcgg_241,2019-02-20,国家综合性消防救援车辆车船税政策明确,http://szs.mof.gov.cn/zhengcefabu/201902/t20190220_3175248.htm
FIN_zcgg_242,2019-02-20,高校学生公寓房产税、印花税政策明确,http://szs.mof.gov.cn/zhengcefabu/201902/t20190220_3175234.htm
FIN_zcgg_243,2019-02-12,2019年度种子种源免税进口计划发布,http://gss.mof.gov.cn/gzdt/zhengcefabu/201902/t20190212_3145981.htm
FIN_zcgg_244,2019-02-03,两部门发文明确养老机构免征增值税等政策,http://szs.mof.gov.cn/zhengcefabu/201902/t20190201_3140680.htm
FIN_zcgg_245,2019-02-02,进一步支持和促进重点群体创业就业有关税收政策明确,http://szs.mof.gov.cn/zhengcefabu/201902/t20190202_3141331.htm
FIN_zcgg_246,2019-02-02,三部门联合发文明确进一步扶持自主就业退役士兵创业就业有关税收政策,http://szs.mof.gov.cn/zhengcefabu/201902/t20190202_3141330.htm
FIN_zcgg_247,2019-01-30,《永续债相关会计处理的规定》印发,http://kjs.mof.gov.cn/zhengcefabu/201901/t20190130_3138955.htm
FIN_zcgg_248,2019-01-30,两部门印发通知进一步优化国家重点研发计划项目和资金管理,http://jkw.mof.gov.cn/zhengcefabu/201901/t20190130_3138941.htm
FIN_zcgg_249,2019-01-29,《海岛及海域保护资金管理办法》印发,http://jjs.mof.gov.cn/zhengcefagui/201901/t20190125_3132863.htm
FIN_zcgg_250,2019-01-29,冬奥会和冬残奥会企业赞助有关增值税政策明确,http://szs.mof.gov.cn/zhengcefabu/201901/t20190128_3133739.htm
FIN_zcgg_251,2019-01-28,三部门发文调整高频快开彩票游戏和竞猜彩票游戏规则 加强彩票市场监管,http://zhs.mof.gov.cn/zhengcefabu/201901/t20190128_3134031.htm
FIN_zcgg_252,2019-01-24,两部门印发通知继续实行农产品批发市场、农贸市场房产税等优惠政策,http://szs.mof.gov.cn/zhengcefabu/201901/t20190124_3131897.htm
FIN_zcgg_253,2019-01-23,创业投资企业个人合伙人所得税政策问题明确,http://szs.mof.gov.cn/zhengcefabu/201901/t20190123_3131369.htm
FIN_zcgg_254,2019-01-22,《中央级新购大型科研仪器设备查重评议管理办法》印发,http://jkw.mof.gov.cn/zhengcefabu/201901/t20190122_3127213.htm
FIN_zcgg_255,2019-01-18,财政部、税务总局印发通知对小微企业实施普惠性税收减免政策,http://szs.mof.gov.cn/zhengcefabu/201901/t20190118_3125682.htm
FIN_zcgg_256,2019-01-17,两部门出台指导意见深化会计人员职称制度改革,http://kjs.mof.gov.cn/zhengcefabu/201901/t20190117_3124613.htm
FIN_zcgg_257,2019-01-16,三部门联合发文加强高频快开游戏派奖促销管理,http://zhs.mof.gov.cn/zhengcefabu/201901/t20190115_3123453.htm
FIN_zcgg_258,2019-01-15,《中央水库移民扶持基金绩效管理暂行办法》印发,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201901/t20190114_3122718.htm
FIN_zcgg_259,2019-01-15,财政部、住房城乡建设部印发《公共租赁住房资产管理暂行办法》,http://zcgls.mof.gov.cn/zhengcefabu/201901/t20190109_3120011.htm
FIN_zcgg_260,2019-01-14,《电信普遍服务补助资金管理试点办法》修订印发,http://jjs.mof.gov.cn/zhengcefagui/201901/t20190109_3119982.htm
FIN_zcgg_261,2019-01-11,铁路和航空运输企业汇总缴纳增值税总分机构名单调整公布,http://szs.mof.gov.cn/zhengcefabu/201901/t20190111_3121549.htm
FIN_zcgg_262,2019-01-11,《大气污染防治资金管理办法》印发,http://jjs.mof.gov.cn/zhengcefagui/201901/t20190110_3120611.htm
FIN_zcgg_263,2019-01-10,《中央行政事业单位国有资产配置管理办法》印发,http://zcgls.mof.gov.cn/zhengcefabu/201901/t20190108_3116034.htm
FIN_zcgg_264,2019-01-03,《社会保障基金财政专户会计核算办法》印发,http://sbs.mof.gov.cn/zhengcefabu/201901/t20190102_3112357.htm
FIN_zcgg_265,2019-01-03,2019年度全国会计专业技术中高级资格考试考务日程安排等公布,http://kjs.mof.gov.cn/zhengcefabu/201901/t20190103_3113170.htm
FIN_zcgg_266,2019-01-02,税务部门罚没收入等政府非税收入管理有关事项明确,http://szs.mof.gov.cn/zhengcefabu/201901/t20190102_3112442.htm
FIN_zcgg_267,2019-01-02,财政部印发通知统一全国财政电子票据式样和财政机打票据式样,http://pjzx.mof.gov.cn/zhengceguiding/201812/t20181225_3103215.htm
FIN_zcgg_268,2018-12-29,国务院关税税则委员会关于发布《中华人民共和国进出口税则（2019）》的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201812/t20181229_3111629.htm
FIN_zcgg_269,2018-12-29,《地方政府债务信息公开办法（试行）》印发,http://yss.mof.gov.cn/zhuantilanmu/dfzgl/zcfg/201812/t20181229_3111512.htm
FIN_zcgg_270,2018-12-29,《政府会计准则第9号——财务报表编制和列报》印发,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181229_3111340.htm
FIN_zcgg_271,2018-12-28,《管理会计应用指引第204号——作业预算》等5项管理会计应用指引印发,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181228_3110876.htm
FIN_zcgg_272,2018-12-28,三部门调整新型显示器件及上游原材料、零部件生产企业进口物资清单,http://gss.mof.gov.cn/gzdt/zhengcefabu/201812/t20181228_3110675.htm
FIN_zcgg_273,2018-12-28,《财政部贯彻落实打赢脱贫攻坚战三年行动指导意见的实施方案》印发,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201812/t20181228_3110331.htm
FIN_zcgg_274,2018-12-27,个人所得税法修改后有关优惠政策衔接问题明确,http://szs.mof.gov.cn/zhengcefabu/201812/t20181227_3110164.htm
FIN_zcgg_275,2018-12-27,乘轮船离岛旅客纳入海南离岛旅客免税购物政策适用对象范围,http://gss.mof.gov.cn/gzdt/zhengcefabu/201812/t20181227_3109960.htm
FIN_zcgg_276,2018-12-26,《关于对会计领域违法失信相关责任主体实施联合惩戒的合作备忘录》印发,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181224_3102695.htm
FIN_zcgg_277,2018-12-24,国务院关税税则委员会关于2019年进出口暂定税率等调整方案的通知,http://gss.mof.gov.cn/gzdt/zhengcefabu/201812/t20181221_3101662.htm
FIN_zcgg_278,2018-12-24,2018年第三批中央对地方均衡性转移支付增量资金下达,http://yss.mof.gov.cn/zhengceguizhang/201812/t20181221_3101026.htm
FIN_zcgg_279,2018-12-20,财政部调整充实部脱贫攻坚领导小组及其办公室成员,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201812/t20181220_3100788.htm
FIN_zcgg_280,2018-12-18,易地扶贫搬迁有关税收优惠政策明确,http://szs.mof.gov.cn/zhengcefabu/201812/t20181218_3095200.htm
FIN_zcgg_281,2018-12-17,内地与香港基金互认有关个人所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201812/t20181217_3094562.htm
FIN_zcgg_282,2018-12-17,2018年第二批中央对地方均衡性转移支付增量资金下达,http://yss.mof.gov.cn/zhengceguizhang/201812/t20181217_3094203.htm
FIN_zcgg_283,2018-12-14,国务院关税税则委员会关于对原产于美国的汽车及零部件暂停加征关税的公告,http://gss.mof.gov.cn/gzdt/zhengcefabu/201812/t20181214_3093439.htm
FIN_zcgg_284,2018-12-14,《企业会计准则第21号——租赁》修订印发,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181213_3092629.htm
FIN_zcgg_285,2018-12-13,2019年全国会计专业技术初级资格考试大纲发布,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181213_3092094.htm
FIN_zcgg_286,2018-12-13,财政部发文要求进一步做好政府会计准则制度新旧衔接等工作,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181213_3091998.htm
FIN_zcgg_287,2018-12-12,废矿物油再生油品免征消费税政策实施期限延长5年,http://szs.mof.gov.cn/zhengcefabu/201812/t20181212_3091353.htm
FIN_zcgg_288,2018-12-12,《提升新能源汽车充电保障能力行动计划》印发,http://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/201812/t20181212_3088828.htm
FIN_zcgg_289,2018-12-10,三部门印发通知推进全方位公共就业服务,http://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/201812/t20181207_3086163.htm
FIN_zcgg_290,2018-12-10,《会计人员管理办法》印发,http://kjs.mof.gov.cn/zhengcefabu/201812/t20181207_3086090.htm
FIN_zcgg_291,2018-12-06,个人转让新三板挂牌公司股票有关个人所得税政策明确,http://szs.mof.gov.cn/zhengcefabu/201812/t20181206_3085469.htm
FIN_zcgg_292,2018-12-03,三部门联合发文进一步落实重点群体创业就业税收政策,http://szs.mof.gov.cn/zhengcefabu/201811/t20181130_3079372.htm
FIN_zcgg_293,2018-11-30,三部门印发通知完善跨境电子商务零售进口税收政策,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181129_3079073.htm
FIN_zcgg_294,2018-11-30,十三部门发布公告调整跨境电商零售进口商品清单,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181129_3079063.htm
FIN_zcgg_295,2018-11-30,2019年中央专项彩票公益金支持地方社会公益事业发展预算提前下达,http://zhs.mof.gov.cn/zhengcefabu/201811/t20181120_3072037.htm
FIN_zcgg_296,2018-11-29,六部门联合发文调整重大技术装备进口税收政策有关目录,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181126_3075855.htm
FIN_zcgg_297,2018-11-28,三部门发布公告进一步调整海南离岛旅客免税购物政策,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181128_3077844.htm
FIN_zcgg_298,2018-11-28,《中央高校捐赠配比专项资金管理办法》印发,http://jkw.mof.gov.cn/zhengcefabu/201811/t20181123_3074569.htm
FIN_zcgg_299,2018-11-27,2019年彩票市场调控资金预算提前下达,http://zhs.mof.gov.cn/zhengcefabu/201811/t20181120_3072038.htm
FIN_zcgg_300,2018-11-26,财政部关于免税业务统一管理等7项进口税收政策的补充通知,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181121_3072703.htm
FIN_zcgg_301,2018-11-23,三部门发文调整天然气进口税收优惠政策,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181119_3070790.htm
FIN_zcgg_302,2018-11-23,三部门印发通知调整享受税收优惠政策天然气进口项目,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181119_3070789.htm
FIN_zcgg_303,2018-11-22,境外机构投资境内债券市场企业所得税等政策明确,http://szs.mof.gov.cn/zhengcefabu/201811/t20181122_3073546.htm
FIN_zcgg_304,2018-11-19,2019年中央对地方民族地区转移支付提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181107_3061972.htm
FIN_zcgg_305,2018-11-16,财政部发文深入贯彻落实《中共中央 国务院关于全面实施预算绩效管理的意见》,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181116_3070316.htm
FIN_zcgg_306,2018-11-16,《代理记账行业协会管理办法》印发,http://kjs.mof.gov.cn/zhengcefabu/201811/t20181115_3069984.htm
FIN_zcgg_307,2018-11-16,两部门印发通知要求进一步加强财政投入管理 深入推进“三区三州”教育脱贫攻坚,http://jkw.mof.gov.cn/zhengcefabu/201811/t20181116_3070284.htm
FIN_zcgg_308,2018-11-15,《政府会计准则第8号——负债》印发,http://kjs.mof.gov.cn/zhengcefabu/201811/t20181115_3069973.htm
FIN_zcgg_309,2018-11-15,财政电子票据管理改革全面推开,http://pjzx.mof.gov.cn/zhengceguiding/201811/t20181115_3069931.htm
FIN_zcgg_310,2018-11-15,第七届世界军人运动会税收政策明确,http://szs.mof.gov.cn/zhengcefabu/201811/t20181114_3068959.htm
FIN_zcgg_311,2018-11-14,《知识产权相关会计信息披露规定》印发,http://kjs.mof.gov.cn/zhengcefabu/201811/t20181113_3065822.htm
FIN_zcgg_312,2018-11-13,财政部印发通知要求贯彻落实支持脱贫攻坚税收政策,http://szs.mof.gov.cn/zhengcefabu/201811/t20181113_3065926.htm
FIN_zcgg_313,2018-11-13,2019年中央对地方成品油价格和税费改革转移支付提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181107_3061975.htm
FIN_zcgg_314,2018-11-09,2019年中央对地方重点生态功能区转移支付提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181107_3061970.htm
FIN_zcgg_315,2018-11-08,2019年中央对地方均衡性转移支付提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181107_3061974.htm
FIN_zcgg_316,2018-11-07,2019年中央对地方资源枯竭城市转移支付提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181107_3061976.htm
FIN_zcgg_317,2018-11-05,科技企业孵化器、大学科技园和众创空间税收政策明确,http://szs.mof.gov.cn/zhengcefabu/201811/t20181105_3059775.htm
FIN_zcgg_318,2018-11-02,2019年革命老区转移支付资金提前下达,http://yss.mof.gov.cn/zhengceguizhang/201811/t20181101_3059055.htm
FIN_zcgg_319,2018-11-01,首届进口博览会展期内销售的进口展品享受税收优惠政策,http://gss.mof.gov.cn/gzdt/zhengcefabu/201811/t20181101_3059255.htm
FIN_zcgg_320,2018-11-01,《政府会计准则第7号——会计调整》印发,http://kjs.mof.gov.cn/zhengcefabu/201810/t20181031_3058858.htm
FIN_zcgg_321,2018-11-01,2019年边境地区转移支付提前下达,http://yss.mof.gov.cn/ybxzyzf/lsbqdqzyzf/201810/t20181030_3057736.htm
FIN_zcgg_322,2018-10-31,关于提前下达2019年县级基本财力保障机制奖补资金的通知,http://yss.mof.gov.cn/ybxzyzf/xjjbclbzjzjbzj/201810/t20181030_3057732.htm
FIN_zcgg_323,2018-10-30,环境保护税应税污染物适用等有关问题明确,http://szs.mof.gov.cn/zhengcefabu/201810/t20181030_3057460.htm
FIN_zcgg_324,2018-10-25,财政部、税务总局发文调整部分产品出口退税率,http://szs.mof.gov.cn/zhengcefabu/201810/t20181019_3050975.htm
FIN_zcgg_325,2018-10-25,财政部、工业和信息化部印发通知对小微企业融资担保业务实施降费奖补政策,http://jjs.mof.gov.cn/zhengcefagui/201810/t20181025_3054701.htm
FIN_zcgg_326,2018-10-22,关于开展深入学习《习近平扶贫论述摘编》工作的通知,http://nys.mof.gov.cn/czpjZhengCeFaBu_2_2/201810/t20181022_3052025.htm
