date,content
2016-04-18,0.40509259259259256
2016-04-19,1.3533834586466165
2016-04-20,0.8637236084452975
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.12946659761781462
2016-04-26,0.8045052292839904
2016-04-27,0.08278145695364239
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.25773195876288657
2016-05-03,0.0
2016-05-04,0.8390541571319604
2016-05-05,0.0
2016-05-06,1.0007147962830594
2016-05-09,1.8196202531645569
2016-05-10,0.0
2016-05-11,2.31023102310231
2016-05-12,1.2435233160621761
2016-05-13,0.997506234413965
2016-05-16,0.709849157054126
2016-05-17,1.25
2016-05-18,1.4167650531286895
2016-05-19,0.7477567298105683
2016-05-20,1.276595744680851
2016-05-23,1.7052090633029666
2016-05-24,1.8267530936947556
2016-05-25,1.284296555750146
2016-05-26,0.2808988764044944
2016-05-27,0.0
2016-05-30,3.4393809114359417
2016-05-31,1.2745098039215685
2016-06-01,0.5413766434648105
2016-06-02,0.9345794392523363
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.45941807044410415
2016-06-08,2.1354933726067746
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,0.6055712555510698
2016-06-14,0.7001166861143524
2016-06-15,1.2379642365887207
2016-06-16,0.0
2016-06-17,0.5747126436781609
2016-06-20,0.5617977528089888
2016-06-21,1.2903225806451613
2016-06-22,1.574803149606299
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,2.17566478646253
2016-06-28,1.825506735490369
2016-06-29,1.6475433951162106
2016-06-30,0.0
2016-07-01,0.6462035541195477
2016-07-04,0.16246953696181965
2016-07-05,0.4329004329004329
2016-07-06,0.10515247108307045
2016-07-07,0.0
2016-07-08,1.8404907975460123
2016-07-11,0.0
2016-07-12,1.265022137887413
2016-07-13,0.38109756097560976
2016-07-14,0.16886187098953057
2016-07-15,0.6352087114337568
2016-07-18,0.7648494711147275
2016-07-19,1.120896717373899
2016-07-20,2.7070063694267517
2016-07-21,0.0
2016-07-22,1.7241379310344827
2016-07-25,0.3836317135549872
2016-07-26,0.0846740050804403
2016-07-27,0.5777777777777777
2016-07-28,0.0
2016-07-29,1.4453477868112015
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.6246746486205101
2016-08-17,0.5133470225872689
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.16339869281045752
2016-08-23,0.6872852233676976
2016-08-24,0.3436426116838488
2016-08-25,1.1208406304728546
2016-08-26,0.0
2016-08-29,0.9440323668240054
2016-08-30,0.11668611435239205
2016-08-31,0.0
2016-09-01,2.5522041763341066
2016-09-02,0.0
2016-09-05,0.15956234328698427
2016-09-06,1.2048192771084338
2016-09-07,0.0
2016-09-08,0.1799254594525125
2016-09-09,0.06737031214911296
2016-09-12,0.05279831045406547
2016-09-13,0.0
2016-09-14,0.707755824240637
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,0.09607686148919135
2016-09-21,0.47904191616766467
2016-09-22,0.6756008417321963
2016-09-23,0.0513083632632119
2016-09-26,0.362400906002265
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,1.0075566750629723
2016-10-03,0.0
2016-10-04,0.878003696857671
2016-10-05,0.3336113427856547
