date,total_length,number_of_article,EPU,EPU_change
2018-02-18,1955.0,9.0,30.563961501253,-0.39185440919996795
2018-02-25,0.0,0.0,46.3693957782636,0.5171264947563372
2018-03-04,2178.0,6.0,142.984426446421,2.083594772943909
2018-03-11,19795.0,16.0,32.3261066932812,-0.7739186882328446
2018-03-18,1624.0,9.0,13.2345953197376,-0.5905911143178793
2018-03-25,18339.0,14.0,167.677209208781,11.669613626849113
2018-04-01,6968.0,9.0,214.434953000836,0.2788556895280576
2018-04-08,4287.0,7.0,483.30361743213,1.2538471954721198
2018-04-15,10234.0,18.0,167.159758436077,-0.6541309594903847
2018-04-22,2930.0,4.0,42.3627933293131,-0.7465730165821405
2018-04-29,5987.0,8.0,117.37173048303,1.7706324644511624
2018-05-06,13266.0,9.0,63.0104689348656,-0.4631546397454209
2018-05-13,43856.0,49.0,9.374674312946,-0.8512203690685642
2018-05-20,2997.0,5.0,34.1026385484292,2.637741153453726
2018-05-27,8034.0,16.0,60.5129541924134,0.7744361365610724
2018-06-03,5941.0,9.0,144.377208912536,1.3858892833666476
2018-06-10,6459.0,10.0,23.2358828186082,-0.8390612826385601
2018-06-17,6038.0,8.0,213.224564847938,8.176520922939906
2018-06-24,4728.0,7.0,58.8880982990633,-0.7238212288482821
2018-07-01,11754.0,16.0,54.3934175194948,-0.07632579263711758
2018-07-08,34314.0,40.0,389.598738451136,6.16260820183807
2018-07-15,25909.0,20.0,84.9079692755291,-0.7820630281990033
2018-07-22,12739.0,14.0,38.1817342997271,-0.5503162468080454
2018-07-29,5458.0,17.0,61.6942519135241,0.6158053856124879
2018-08-05,2973.0,4.0,103.193886588022,0.6726661461535721
2018-08-12,561.0,1.0,77.6750094895465,-0.24729058999738796
2018-08-19,1839.0,3.0,106.932649539797,0.3766673508316467
2018-08-26,7807.0,11.0,92.4376321718932,-0.13555277485674944
2018-09-02,9172.0,17.0,23.5470546512839,-0.7452654930894728
2018-09-09,5703.0,12.0,119.997682404677,4.096080345578768
2018-09-16,12805.0,16.0,159.930872376596,0.3327830102355591
2018-09-23,21056.0,26.0,61.6317251657359,-0.6146352217687585
2018-09-30,11082.0,20.0,28.2326779876112,-0.5419132287520789
2018-10-07,2052.0,4.0,138.288425370577,3.898168903115015
2018-10-14,21104.0,31.0,193.27177997914,0.3975991082494572
2018-10-21,27490.0,28.0,77.9085757811975,-0.5968962680966345
2018-10-28,9601.0,12.0,80.388511622817,0.031831358958278155
2018-11-04,5796.0,11.0,349.783089575467,3.351157678060388
2018-11-11,14141.0,16.0,76.4992911756241,-0.78129505554865
2018-11-18,43024.0,34.0,169.525651223406,1.2160421177526417
2018-11-25,3576.0,6.0,56.4799893453847,-0.6668351430135273
2018-12-02,7613.0,14.0,181.695523608739,2.2169893393152056
2018-12-09,5067.0,12.0,155.894484043284,-0.14200151469342004
2018-12-16,3499.0,5.0,101.892939929943,-0.34639804252694084
2018-12-23,3884.0,4.0,179.168226345683,0.758396867033879
2018-12-30,3150.0,3.0,35.9597745524385,-0.7992960287330269
2019-01-06,4636.0,9.0,57.2994437755491,0.5934316743836068
2019-01-13,4902.0,6.0,107.995226491251,0.8847517423430011
2019-01-20,5957.0,5.0,200.119672980749,0.8530418378905038
2019-01-27,4661.0,4.0,135.157165974334,-0.32461829483733085
2019-02-03,6763.0,15.0,56.8217527295539,-0.5795875688874372
2019-02-10,0.0,0.0,22.2193575838124,-0.6089638823785216
2019-02-17,3616.0,4.0,79.9258031955671,2.5971248445902826
2019-02-24,3919.0,5.0,296.25017757626,2.7065649106006213
2019-03-03,793.0,1.0,98.4976599460385,-0.667518646733356
2019-03-10,26357.0,51.0,79.9349535099508,-0.1884583496324399
2019-03-17,41735.0,7.0,334.882668675532,3.189439712801531
2019-03-24,6343.0,11.0,36.4123461973771,-0.8912683467872832
2019-03-31,26255.0,33.0,198.327372756125,4.446706775802631
2019-04-07,6140.0,10.0,67.5850087146265,-0.6592250087549286
2019-04-14,39553.0,49.0,199.904515787966,1.9578233337521698
2019-04-21,3168.0,4.0,69.081572483871,-0.6544271538260586
2019-04-28,8420.0,18.0,178.691348771794,1.5866717034201043
2019-05-05,3115.0,6.0,45.3408809966463,-0.7462614653239259
2019-05-12,14024.0,7.0,292.897020196302,5.459888157399644
2019-05-19,4761.0,7.0,45.8472625339927,-0.843469686023895
2019-05-26,6313.0,7.0,66.098432090918,0.4417094595759212
2019-06-02,2807.0,5.0,203.690437465593,2.0816228316190317
2019-06-09,2184.0,2.0,281.578102085906,0.3823825290446914
2019-06-16,5563.0,7.0,10.3575093806642,-0.9632162114030293
2019-06-23,3460.0,4.0,0.0,-1.0
2019-06-30,3741.0,5.0,185.758900447062,0.004367928862568093
2019-07-07,17832.0,14.0,26.0638739129144,-0.8596897707179196
2019-07-14,2425.0,3.0,254.533188300211,8.765746609681543
2019-07-21,3483.0,5.0,101.881347421171,-0.5997325610010185
2019-07-28,9539.0,7.0,72.7612855771618,-0.2858232893566741
2019-08-04,2316.0,3.0,122.534032849356,0.6840553582497007
2019-08-11,0.0,1.0,212.615262029477,0.7351527333705516
2019-08-18,948.0,2.0,39.884250237677,-0.8124111606242668
2019-08-25,7277.0,10.0,238.554400665179,4.981167985949163
2019-09-01,3424.0,4.0,130.96678790316,-0.4509982312714603
2019-09-08,9100.0,12.0,148.03861260836,0.13035232045106993
2019-09-15,5443.0,9.0,79.8446630784791,-0.46064974757828736
2019-09-22,9094.0,10.0,76.9226006261228,-0.036596841162498395
2019-09-29,4738.0,7.0,163.607216047193,1.1269069781246088
2019-10-06,1355.0,3.0,0.0,-1.0
2019-10-13,9101.0,12.0,290.40705871735,0.004367928862568093
2019-10-20,8069.0,15.0,119.390519637936,-0.5888856139886824
2019-10-27,5979.0,10.0,75.0897870372696,-0.3710573731902074
2019-11-03,16469.0,20.0,176.765436178391,1.3540543015610944
2019-11-10,22601.0,21.0,39.7289380186453,-0.7752448732197226
2019-11-17,4429.0,10.0,111.245674239684,1.8001169874582348
2019-11-24,10922.0,16.0,42.4279455179703,-0.6186103791635322
2019-12-01,4082.0,5.0,151.224755586124,2.564272409138287
2019-12-08,4611.0,6.0,84.9403501924991,-0.4383171600226212
2019-12-15,3574.0,7.0,126.171764582988,0.4854161102120105
2019-12-22,3239.0,6.0,72.6436017484714,-0.42424834915666954
2019-12-29,13019.0,15.0,97.6883232898139,0.34476156108090406
2020-01-05,5533.0,8.0,110.347464744666,0.12958704816025945
2020-01-12,5497.0,9.0,52.8469138145667,-0.52108628923329
2020-01-19,6949.0,8.0,178.989296150254,2.3869394299600044
2020-01-26,6388.0,9.0,85.7108397276887,-0.5211398582419251
2020-02-02,7318.0,13.0,133.605485618702,0.5587933339957822
2020-02-09,4221.0,7.0,134.205359022928,0.004489886036101787
2020-02-16,5801.0,7.0,55.9850020196082,-0.5828407864842151
2020-02-23,6606.0,7.0,36.1063754538953,-0.35507056977064333
2020-03-01,9358.0,9.0,57.0289845048802,0.5794713201745005
2020-03-08,6024.0,8.0,0.0,-1.0
2020-03-15,8266.0,11.0,56.8268439234753,0.004367928862568093
2020-03-22,8171.0,10.0,67.1870164388643,0.18231124236532148
2020-03-29,7085.0,9.0,146.347734019171,1.1782145089347384
2020-04-05,7403.0,11.0,49.255889027299,-0.6634325132711201
2020-04-12,5929.0,7.0,46.1630565439561,-0.06279112090797434
2020-04-19,8152.0,10.0,162.5915129,2.5221132453649733
2020-04-26,6234.0,7.0,76.6739382445695,-0.528425949934257
2020-05-03,5170.0,6.0,43.5129047908798,-0.43249419832740044
2020-05-10,4504.0,4.0,66.5003278240293,0.5282897830798832
2020-05-17,5660.0,5.0,118.27761520385,0.778601986998197
2020-05-24,27728.0,30.0,367.256308146852,2.1050364645405666
2020-05-31,33474.0,8.0,51.3636439877592,-0.8601422416760209
2020-06-07,5605.0,10.0,192.245367824997,2.7428296144800832
2020-06-14,3906.0,5.0,34.9388534852788,-0.8182590619448162
2020-06-21,6163.0,6.0,33.5755818675822,-0.03901878515478474
2020-06-28,5156.0,6.0,211.356454816762,5.294945405572562
2020-07-05,6993.0,7.0,21.4804424942103,-0.898368646877461
2020-07-12,6030.0,8.0,206.440122581328,8.610608470331584
2020-07-19,6678.0,6.0,102.855398653383,-0.5017664329623586
2020-07-26,6292.0,7.0,201.947946306302,0.963416106011658
2020-08-02,4439.0,6.0,118.677108439715,-0.4123381266788769
2020-08-09,247.0,1.0,88.01520178152268,-0.2583641197642408
2020-08-16,611.0,1.0,64.73324966759469,-0.264521942149494
2020-08-23,10021.0,17.0,16.8360578,-0.7399163816670231
2020-08-30,14561.0,7.0,266.4256513924104,14.824705198648724
