,China News-Based EPU,CNEPU,CN_Fiscal,CN_Monetary,CN_Trade,CN_EXR
2013-03-01,83.76907348632812,146.3303329405987,194.753216484952,164.464372975119,73.4087448888792,175.733578742999
2013-04-01,147.9531707763672,147.9723792913509,123.779599153539,126.68125676053,94.7331343180411,127.635111986088
2013-05-01,82.95886993408203,136.51164007808845,114.644314870689,111.379465562456,80.7088236263897,129.577934657032
2013-06-01,40.40321350097656,141.10282830966963,132.017443103069,181.219219481279,71.1587604652897,177.532015709561
2013-07-01,115.46747589111328,161.80513006846874,144.561188890079,169.525920880714,68.4191823764797,111.88347973374
2013-08-01,139.75953674316406,132.34426046842995,136.542411942363,114.72413284784,54.2464338271083,87.0000940412501
2013-09-01,69.79080200195312,138.3108896772723,162.332917860972,132.617495559469,65.8865179626859,98.9808299897122
2013-10-01,97.59776306152344,128.2737271070495,196.207477016335,130.852465918815,94.0324919234734,117.869985581698
2013-11-01,81.0254135131836,117.89252319840885,136.810663918791,100.104362788281,145.895472815836,115.939895428875
2013-12-01,137.23245239257812,127.48856508286124,171.267040319577,138.995693188014,119.510245565442,108.930179640981
2014-01-01,103.44437408447266,122.01117782229686,97.3180303473469,124.787993552728,132.349446389506,99.265764009451
2014-02-01,66.52954864501953,127.40027445969002,90.769432675629,140.631679027143,115.735150485002,146.877232424758
2014-03-01,134.94261169433594,134.39643927691813,130.622800177848,176.89228151726,152.656161039906,231.520512176819
2014-04-01,84.26825714111328,142.69087682089244,123.591776273748,138.928535232277,88.3557512755782,122.586230420966
2014-05-01,80.76277160644531,146.8073696221495,79.7923615478932,88.1093987252183,58.7574341819806,69.6261979025622
2014-06-01,102.23165130615234,115.09528671981273,67.6681634463473,96.1779160354678,63.5102721204227,84.2900326551618
2014-07-01,127.48028564453125,108.86133701289025,86.154507600988,91.9868219330317,146.509980259335,83.5436653495697
2014-08-01,151.0019073486328,121.43467568397658,86.3959534661553,98.8682321466091,72.6971837079106,58.8800837600029
2014-09-01,185.76190185546875,124.7774333973247,93.2047890963514,103.914741921002,89.2205446338983,78.1913038606101
2014-10-01,240.4953155517578,112.15853736630564,70.8548343306027,117.766075331651,45.2228264652268,85.996857586024
2014-11-01,112.73898315429688,110.19780238569379,98.8669870595841,113.643263650085,109.70868532484,100.120512207732
2014-12-01,93.9609603881836,134.50266036694245,148.414309694165,184.613400794728,64.9722987912874,206.706617800117
2015-01-01,232.21510314941406,167.14045842729442,181.624671983222,165.853039744341,73.080609294428,196.369736363421
2015-02-01,117.68367004394531,151.644149750084,65.0079940938845,153.943269195416,91.4112038689794,166.612607218787
2015-03-01,82.09329223632812,118.3224918405023,139.206992175249,112.133369926229,56.8558444719623,124.970477244131
2015-04-01,105.31835174560547,119.33264968057722,101.514319690394,102.86626068856,52.2563772066953,91.9723094493045
2015-05-01,127.55281066894531,129.9570420941313,99.6389498209253,101.888069827159,39.083201544438,57.7622874886036
2015-06-01,123.3431396484375,130.6787468592958,87.5450235332478,145.042313355244,50.6446293858985,71.3157619140907
2015-07-01,268.7091979980469,189.46897934669047,157.983460353576,211.126580313843,56.9562743314651,139.940212767006
2015-08-01,224.05859375,213.98971018918039,149.203688434018,256.034517246358,133.986920654538,400.532605502476
2015-09-01,393.2341003417969,181.26125812035744,139.116825248736,176.493456994535,93.2134601630616,290.314883146029
2015-10-01,244.86795043945312,142.14917309370125,116.105074235641,161.763817145192,154.184915027641,157.040720070412
2015-11-01,104.74907684326172,134.6822577642962,70.38040598575,116.299199664006,109.070036340187,104.233772696949
2015-12-01,151.61448669433594,128.9403597372655,133.680018956907,162.490716202125,160.940388585459,225.564178071547
2016-01-01,261.94207763671875,177.62632288733334,107.629984882068,170.474780857539,81.4261084038188,335.94624343667
2016-02-01,269.0191955566406,164.63500360008092,173.726311524705,201.696208318595,117.299065202935,303.761149474694
2016-03-01,323.1558532714844,149.90875380333014,193.932330414381,196.04331677314,221.707712528973,238.32971634625
2016-04-01,286.1773376464844,146.52940513828497,127.311683402362,110.612544208778,137.772085503854,164.777145818005
2016-05-01,260.2574768066406,143.18178962220304,129.305372806424,132.446750527219,52.6883699868647,179.303671208917
2016-06-01,357.20880126953125,170.72623325919793,125.44529245652,139.941920087951,137.829657410537,278.958486937499
2016-07-01,558.22216796875,142.58037876534905,116.008653718566,122.333077878294,87.1205469976846,143.295215463626
2016-08-01,288.78021240234375,146.2725572742125,125.902234536831,134.052757956803,76.454073899655,127.062778881769
2016-09-01,388.7496032714844,116.82179522165235,86.6078271996783,113.641930895634,110.947001380105,99.2962512593967
2016-10-01,261.8988952636719,130.35671121483344,87.623101703346,107.219730259791,103.551924843791,177.292025750624
2016-11-01,475.6709289550781,153.27729655302716,113.751296995996,118.966322456073,221.635832461761,166.504719852349
2016-12-01,646.9110107421875,185.59404112047565,241.157310771566,159.718322785059,133.932925520783,220.265687152144
2017-01-01,694.8494262695312,192.19640866857543,132.193103433736,121.874755704961,327.972621359049,180.912939185363
2017-02-01,464.5228271484375,165.14046490249072,170.883254828862,171.821752306045,157.552175206702,198.223686919086
2017-03-01,533.3043823242188,141.19361392445552,183.103322655153,127.771436785402,206.747617274639,187.05042860332
2017-04-01,322.3442687988281,131.44990221160595,74.20875920112,77.7330834975091,106.730459546537,91.0134448940648
2017-05-01,451.978515625,110.01675241828731,93.9545033386697,66.6202587840155,107.376660945669,54.8432148841865
2017-06-01,328.5535888671875,135.40830368418395,74.4483159002028,88.1845581796573,154.76786236917,97.3308062502933
2017-07-01,162.6932830810547,132.68636438635343,137.564725316493,95.4602053664487,275.643461256704,74.2855957956638
2017-08-01,265.25811767578125,113.96035314653709,49.3556919267721,63.7411366017524,89.0874914590503,78.3995310454313
2017-09-01,314.001220703125,110.92872770624217,58.8456987726383,80.6986659941391,93.7131670013977,78.4789528340381
2017-10-01,291.5835876464844,106.1273505381136,54.5932392705323,87.9192486208792,37.3027125892513,71.5363440534055
2017-11-01,268.0438537597656,107.5010227502965,73.1400385443203,61.9446583872993,91.6074214110172,41.7059045729674
2017-12-01,269.3547668457031,101.86542291987988,91.425462780121,75.501190188174,73.7638592043227,67.2644232942507
2018-01-01,122.9374008178711,122.58298454779636,85.8756591433649,71.9332189865173,132.72449936661,79.1764562677209
2018-02-01,211.78018188476562,128.25176659465578,125.635679473713,97.3212680961874,72.8100466854094,68.1097195865243
2018-03-01,245.5517120361328,112.36110549873071,178.010849581689,83.8034746967731,352.810857640441,68.3755978088974
2018-04-01,291.3069763183594,121.35609150981132,64.707815912033,50.4754552090239,788.307191286754,42.5810536750776
2018-05-01,374.10382080078125,103.61463100401458,57.5980310713173,47.5784627576497,176.891990209889,45.9365593824642
2018-06-01,465.4168395996094,123.8466329210944,85.406820231417,76.4340876349613,413.984209608443,61.529991647468
2018-07-01,561.0261840820312,141.73074935528444,175.617389572591,110.566408667628,932.142924051315,118.925242510021
2018-08-01,502.75372314453125,141.57917308455654,128.735377699609,95.4327367417186,440.658504271092,122.938363301822
2018-09-01,516.4866333007812,110.79301654644784,65.0150981850859,52.0388455949405,347.857985317922,73.3071991487943
2018-10-01,621.4263916015625,161.48155955646538,153.95693809191,115.944478189981,528.655304768124,124.325001892164
2018-11-01,677.53759765625,131.62575302605075,119.647114204576,67.9927034788886,359.817434650424,79.328251765966
2018-12-01,935.310302734375,141.55145,152.526709559524,101.721905553157,327.169394024356,68.9722225150282
2019-01-01,654.962646484375,163.0372901787532,126.976832884564,106.954823370607,239.427827242108,93.7337179029593
2019-02-01,720.1578979492188,137.3887359308298,118.728089346086,82.8106243252673,345.390946222453,58.4906883201462
2019-03-01,753.1077270507812,144.94516865270785,209.440086755629,85.9160324325884,381.342035524939,60.7173595439039
2019-04-01,502.550048828125,109.20070663730249,104.010671582602,70.3503485833802,241.670731601854,47.209658935195
2019-05-01,759.0687255859375,127.74823080366288,89.0942883706424,92.3605708922234,330.377718318575,58.7915881615156
2019-06-01,959.852294921875,174.22310918095,133.458242300919,110.457594820976,989.579040158914,55.8977470109898
